market_name,home_team,away_team,player_name,line,over_price,over_agency,under_price,under_agency,match,margin
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Brandon Saad,1.5,1.869,Pinnacle,1.86,Bet365,Vegas Golden Knights v Vancouver Canucks,-7.267988746785425
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Dylan Strome,1.5,1.67,Neds,2.11,Pinnacle,Pittsburgh Penguins v Washington Capitals,-7.273604449868043
Player Shots on Goal,Boston Bruins,Anaheim Ducks,David Pastrnak,4.5,2.11,Pinnacle,1.67,Neds,Boston Bruins v Anaheim Ducks,-7.273604449868043
Player Shots on Goal,Buffalo Sabres,New York Rangers,Mika Zibanejad,2.5,2.11,Pinnacle,1.67,Neds,Buffalo Sabres v New York Rangers,-7.273604449868043
Player Shots on Goal,Detroit Red Wings,Minnesota Wild,Marco Rossi,1.5,1.83,Bet365,1.9,Bet365,Detroit Red Wings v Minnesota Wild,-7.276387690537822
Player Shots on Goal,Los Angeles Kings,UTA Hockey Club,Clayton Keller,2.5,1.9,Bet365,1.83,Bet365,Los Angeles Kings v UTA Hockey Club,-7.276387690537822
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Evan Bouchard,2.5,1.9,Bet365,1.83,Bet365,Philadelphia Flyers v Edmonton Oilers,-7.276387690537822
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Connor McMichael,1.5,1.9,Bet365,1.83,Bet365,Pittsburgh Penguins v Washington Capitals,-7.276387690537822
Player Shots on Goal,Nashville Predators,Colorado Avalanche,Roman Josi,2.5,1.83,Bet365,1.9,Bet365,Nashville Predators v Colorado Avalanche,-7.276387690537822
Player Shots on Goal,New Jersey Devils,Dallas Stars,Jason Robertson,2.5,1.83,Bet365,1.9,Bet365,New Jersey Devils v Dallas Stars,-7.276387690537822
Player Shots on Goal,Florida Panthers,Seattle Kraken,Oliver Bjorkstrand,1.5,1.9,Bet365,1.83,Bet365,Florida Panthers v Seattle Kraken,-7.276387690537822
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Charlie Coyle,1.5,1.83,Bet365,1.9,Bet365,Boston Bruins v Anaheim Ducks,-7.276387690537822
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Mark Stone,1.5,1.558,Pinnacle,2.32,Pinnacle,Vegas Golden Knights v Vancouver Canucks,-7.288300650701607
Player Shots on Goal,Columbus Blue Jackets,Chicago Blackhawks,Kent Johnson,1.5,1.549,Pinnacle,2.34,Pinnacle,Columbus Blue Jackets v Chicago Blackhawks,-7.292821947437833
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Leon Draisaitl,2.5,1.549,Pinnacle,2.34,Pinnacle,Philadelphia Flyers v Edmonton Oilers,-7.292821947437833
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Owen Tippett,2.5,2.18,Pinnacle,1.628,Pinnacle,Philadelphia Flyers v Edmonton Oilers,-7.296621058088948
Player Shots on Goal,Nashville Predators,Colorado Avalanche,Devon Toews,1.5,1.617,Pinnacle,2.2,Pinnacle,Nashville Predators v Colorado Avalanche,-7.297464440321577
Player Shots on Goal,Buffalo Sabres,New York Rangers,JJ Peterka,2.5,2.25,Pinnacle,1.591,Pinnacle,Buffalo Sabres v New York Rangers,-7.297995670088708
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Drake Batherson,2.5,2.25,Pinnacle,1.591,Pinnacle,Ottawa Senators v Montreal Canadiens,-7.297995670088708
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,John Carlson,1.5,1.591,Pinnacle,2.25,Pinnacle,Pittsburgh Penguins v Washington Capitals,-7.297995670088708
Player Shots on Goal,Florida Panthers,Seattle Kraken,Jaden Schwartz,1.5,1.606,Pinnacle,2.22,Pinnacle,Florida Panthers v Seattle Kraken,-7.31154566771004
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Tyson Foerster,1.5,1.94,Neds,1.793,Pinnacle,Philadelphia Flyers v Edmonton Oilers,-7.3188401630625455
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Cutter Gauthier,1.5,1.793,Pinnacle,1.94,Neds,Boston Bruins v Anaheim Ducks,-7.3188401630625455
Player Shots on Goal,Boston Bruins,Anaheim Ducks,David Pastrnak,4.5,2.1,Neds,1.675,Pinnacle,Boston Bruins v Anaheim Ducks,-7.320540156361055
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Dylan Strome,1.5,1.675,Pinnacle,2.1,Neds,Pittsburgh Penguins v Washington Capitals,-7.320540156361055
Player Shots on Goal,New Jersey Devils,Dallas Stars,Roope Hintz,1.5,1.571,Pinnacle,2.29,Pinnacle,New Jersey Devils v Dallas Stars,-7.3218460135813235
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Brendan Gallagher,1.5,1.76,Bet365,1.98,Pinnacle,Ottawa Senators v Montreal Canadiens,-7.3232323232323315
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Elias Pettersson,1.5,1.76,Bet365,1.98,Pinnacle,Vegas Golden Knights v Vancouver Canucks,-7.3232323232323315
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Pavel Dorofeyev,2.5,1.76,Bet365,1.98,Pinnacle,Vegas Golden Knights v Vancouver Canucks,-7.3232323232323315
Player Shots on Goal,Columbus Blue Jackets,Chicago Blackhawks,Ryan Donato,2.5,1.98,Pinnacle,1.76,Bet365,Columbus Blue Jackets v Chicago Blackhawks,-7.3232323232323315
Player Shots on Goal,Columbus Blue Jackets,Chicago Blackhawks,Tyler Bertuzzi,1.5,1.98,Pinnacle,1.76,Bet365,Columbus Blue Jackets v Chicago Blackhawks,-7.3232323232323315
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Sidney Crosby,2.5,1.82,Neds,1.909,Pinnacle,Pittsburgh Penguins v Washington Capitals,-7.3285017758564
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Evan Bouchard,2.5,1.909,Pinnacle,1.82,Neds,Philadelphia Flyers v Edmonton Oilers,-7.3285017758564
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Connor McMichael,1.5,1.909,Pinnacle,1.82,Neds,Pittsburgh Penguins v Washington Capitals,-7.3285017758564
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Auston Matthews,3.5,1.909,Pinnacle,1.82,Neds,Toronto Maple Leafs v Carolina Hurricanes,-7.3285017758564
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Jordan Kyrou,2.5,1.85,Neds,1.877,Pinnacle,St. Louis Blues v Winnipeg Jets,-7.330559115322011
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Nino Niederreiter,1.5,1.85,Neds,1.877,Pinnacle,St. Louis Blues v Winnipeg Jets,-7.330559115322011
Player Shots on Goal,Columbus Blue Jackets,Chicago Blackhawks,Connor Bedard,2.5,1.91,Neds,1.819,Pinnacle,Columbus Blue Jackets v Chicago Blackhawks,-7.331282074898748
Player Shots on Goal,New Jersey Devils,Dallas Stars,Stefan Noesen,1.5,1.819,Pinnacle,1.91,Neds,New Jersey Devils v Dallas Stars,-7.331282074898748
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Connor McDavid,2.5,1.595,Pinnacle,2.24,Pinnacle,Philadelphia Flyers v Edmonton Oilers,-7.338781907747416
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Elias Lindholm,1.5,1.485,Pinnacle,2.5,Bet365,Boston Bruins v Anaheim Ducks,-7.3400673400673355
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Cole Caufield,2.5,1.58,Bet365,2.27,Pinnacle,Ottawa Senators v Montreal Canadiens,-7.344002676629668
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Alex Pietrangelo,1.5,1.58,Bet365,2.27,Pinnacle,Vegas Golden Knights v Vancouver Canucks,-7.344002676629668
Player Shots on Goal,Los Angeles Kings,Utah Hockey Club,Kevin Fiala,2.5,1.561,Pinnacle,2.31,Pinnacle,Los Angeles Kings v Utah Hockey Club,-7.351542329120808
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Bryan Rust,2.5,2.31,Pinnacle,1.561,Pinnacle,Pittsburgh Penguins v Washington Capitals,-7.351542329120808
Player Shots on Goal,Buffalo Sabres,New York Rangers,Jiri Kulich,1.5,1.621,Pinnacle,2.19,Pinnacle,Buffalo Sabres v New York Rangers,-7.352415077225571
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Nick Suzuki,1.5,1.621,Pinnacle,2.19,Pinnacle,Ottawa Senators v Montreal Canadiens,-7.352415077225571
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Mason McTavish,1.5,1.543,Pinnacle,2.35,Pinnacle,Boston Bruins v Anaheim Ducks,-7.362005488065537
Player Shots on Goal,Columbus Blue Jackets,Chicago Blackhawks,Seth Jones,1.5,1.543,Pinnacle,2.35,Pinnacle,Columbus Blue Jackets v Chicago Blackhawks,-7.362005488065537
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Matvei Michkov,1.5,1.543,Pinnacle,2.35,Pinnacle,Philadelphia Flyers v Edmonton Oilers,-7.362005488065537
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Tom Wilson,2.5,2.35,Pinnacle,1.543,Pinnacle,Pittsburgh Penguins v Washington Capitals,-7.362005488065537
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Brock Boeser,1.5,1.543,Pinnacle,2.35,Pinnacle,Vegas Golden Knights v Vancouver Canucks,-7.362005488065537
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Ryan Nugent-Hopkins,1.5,1.7,Neds,2.06,Pinnacle,Philadelphia Flyers v Edmonton Oilers,-7.367218732153047
Player Shots on Goal,Florida Panthers,Seattle Kraken,Aleksander Barkov,2.5,2.06,Pinnacle,1.7,Neds,Florida Panthers v Seattle Kraken,-7.367218732153047
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Frank Vatrano,2.5,1.68,Bet365,2.09,Pinnacle,Boston Bruins v Anaheim Ducks,-7.370699475962628
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Trevor Zegras,1.5,1.68,Bet365,2.09,Pinnacle,Boston Bruins v Anaheim Ducks,-7.370699475962628
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Troy Terry,1.5,1.526,Pinnacle,2.39,Pinnacle,Boston Bruins v Anaheim Ducks,-7.371803659854015
Player Shots on Goal,Florida Panthers,Seattle Kraken,Sam Bennett,3.5,2.37,Pinnacle,1.534,Pinnacle,Florida Panthers v Seattle Kraken,-7.383141066899901
Player Shots on Goal,Los Angeles Kings,Utah Hockey Club,Adrian Kempe,3.5,2.37,Pinnacle,1.534,Pinnacle,Los Angeles Kings v Utah Hockey Club,-7.383141066899901
Player Shots on Goal,Los Angeles Kings,Utah Hockey Club,Trevor Moore,2.5,2.37,Pinnacle,1.534,Pinnacle,Los Angeles Kings v Utah Hockey Club,-7.383141066899901
Player Shots on Goal,Nashville Predators,Colorado Avalanche,Steven Stamkos,1.5,1.534,Pinnacle,2.37,Pinnacle,Nashville Predators v Colorado Avalanche,-7.383141066899901
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Filip Chytil,1.5,1.534,Pinnacle,2.37,Pinnacle,Vegas Golden Knights v Vancouver Canucks,-7.383141066899901
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Darnell Nurse,1.5,1.62,Bet365,2.19,Pinnacle,Philadelphia Flyers v Edmonton Oilers,-7.390495518349405
Player Shots on Goal,Buffalo Sabres,New York Rangers,Jiri Kulich,1.5,1.62,Bet365,2.19,Pinnacle,Buffalo Sabres v New York Rangers,-7.390495518349405
Player Shots on Goal,Buffalo Sabres,New York Rangers,Tage Thompson,2.5,1.574,Pinnacle,2.28,Pinnacle,Buffalo Sabres v New York Rangers,-7.392050647584658
Player Shots on Goal,New Jersey Devils,Dallas Stars,Nico Hischier,2.5,2.28,Pinnacle,1.574,Pinnacle,New Jersey Devils v Dallas Stars,-7.392050647584658
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,William Nylander,2.5,1.75,Neds,1.99,Pinnacle,Toronto Maple Leafs v Carolina Hurricanes,-7.39411342426417
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Ryan Strome,1.5,1.99,Pinnacle,1.75,Neds,Boston Bruins v Anaheim Ducks,-7.39411342426417
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Evan Bouchard,2.5,1.9,Bet365,1.826,Pinnacle,Philadelphia Flyers v Edmonton Oilers,-7.396091543206307
Player Shots on Goal,Florida Panthers,Seattle Kraken,Oliver Bjorkstrand,1.5,1.9,Bet365,1.826,Pinnacle,Florida Panthers v Seattle Kraken,-7.396091543206307
Player Shots on Goal,Detroit Red Wings,Minnesota Wild,Marco Rossi,1.5,1.826,Pinnacle,1.9,Bet365,Detroit Red Wings v Minnesota Wild,-7.396091543206307
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Andrei Svechnikov,2.5,2.21,Pinnacle,1.609,Pinnacle,Toronto Maple Leafs v Carolina Hurricanes,-7.399272755906394
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Cutter Gauthier,1.5,1.78,Neds,1.952,Pinnacle,Boston Bruins v Anaheim Ducks,-7.409283477620177
Player Shots on Goal,New Jersey Devils,Dallas Stars,Timo Meier,2.5,1.952,Pinnacle,1.78,Neds,New Jersey Devils v Dallas Stars,-7.409283477620177
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Tyson Foerster,1.5,1.952,Pinnacle,1.78,Neds,Philadelphia Flyers v Edmonton Oilers,-7.409283477620177
Player Shots on Goal,Los Angeles Kings,Utah Hockey Club,Drew Doughty,1.5,1.833,Pinnacle,1.892,Pinnacle,Los Angeles Kings v Utah Hockey Club,-7.409496325874354
Player Shots on Goal,New Jersey Devils,Dallas Stars,Logan Stankoven,1.5,1.66,Bet365,2.12,Pinnacle,New Jersey Devils v Dallas Stars,-7.41077517617641
Player Shots on Goal,Florida Panthers,Seattle Kraken,Carter Verhaeghe,3.5,2.32,Pinnacle,1.555,Pinnacle,Florida Panthers v Seattle Kraken,-7.412129947887802
Player Shots on Goal,Florida Panthers,Seattle Kraken,Jared McCann,1.5,1.555,Pinnacle,2.32,Pinnacle,Florida Panthers v Seattle Kraken,-7.412129947887802
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,John Tavares,2.5,2.32,Pinnacle,1.555,Pinnacle,Toronto Maple Leafs v Carolina Hurricanes,-7.412129947887802
Player Shots on Goal,New Jersey Devils,Dallas Stars,Jason Robertson,2.5,1.854,Pinnacle,1.87,Neds,New Jersey Devils v Dallas Stars,-7.413368407086285
Player Shots on Goal,Detroit Red Wings,Minnesota Wild,Moritz Seider,1.5,1.588,Pinnacle,2.25,Neds,Detroit Red Wings v Minnesota Wild,-7.416736635880206
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Jake Sanderson,2.5,2.3,Pinnacle,1.564,Pinnacle,Ottawa Senators v Montreal Canadiens,-7.416879795396425
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Mark Scheifele,1.5,1.564,Pinnacle,2.3,Pinnacle,St. Louis Blues v Winnipeg Jets,-7.416879795396425
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Seth Jarvis,2.5,2.34,Pinnacle,1.546,Pinnacle,Toronto Maple Leafs v Carolina Hurricanes,-7.418095775146227
Player Shots on Goal,New Jersey Devils,Dallas Stars,Jesper Bratt,2.5,2.38,Pinnacle,1.529,Pinnacle,New Jersey Devils v Dallas Stars,-7.4190303982940575
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Alex Pietrangelo,1.5,1.578,Pinnacle,2.27,Pinnacle,Vegas Golden Knights v Vancouver Canucks,-7.424219583144875
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Pavel Zacha,1.5,1.537,Pinnacle,2.36,Pinnacle,Boston Bruins v Anaheim Ducks,-7.434690074214578
Player Shots on Goal,Detroit Red Wings,Minnesota Wild,Matt Boldy,3.5,2.36,Pinnacle,1.537,Pinnacle,Detroit Red Wings v Minnesota Wild,-7.434690074214578
Player Shots on Goal,Florida Panthers,Seattle Kraken,Gustav Forsling,2.5,2.36,Pinnacle,1.537,Pinnacle,Florida Panthers v Seattle Kraken,-7.434690074214578
Player Shots on Goal,Florida Panthers,Seattle Kraken,Vince Dunn,1.5,1.537,Pinnacle,2.36,Pinnacle,Florida Panthers v Seattle Kraken,-7.434690074214578
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Dylan Holloway,1.5,1.52,Bet365,2.4,Pinnacle,St. Louis Blues v Winnipeg Jets,-7.456140350877205
Player Shots on Goal,Buffalo Sabres,New York Rangers,Alex Tuch,2.5,2.4,Neds,1.52,Neds,Buffalo Sabres v New York Rangers,-7.456140350877205
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Brent Burns,2.5,2.4,Pinnacle,1.52,Bet365,Toronto Maple Leafs v Carolina Hurricanes,-7.456140350877205
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Mitch Marner,2.5,2.42,Pinnacle,1.512,Pinnacle,Toronto Maple Leafs v Carolina Hurricanes,-7.459880187152912
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Tyson Foerster,1.5,1.95,Bet365,1.78,Neds,Philadelphia Flyers v Edmonton Oilers,-7.461826562950158
Player Shots on Goal,New Jersey Devils,Dallas Stars,Timo Meier,2.5,1.95,Bet365,1.78,Neds,New Jersey Devils v Dallas Stars,-7.461826562950158
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Cutter Gauthier,1.5,1.78,Neds,1.95,Bet365,Boston Bruins v Anaheim Ducks,-7.461826562950158
Player Shots on Goal,Buffalo Sabres,New York Rangers,Mika Zibanejad,2.5,2.1,Neds,1.671,Pinnacle,Buffalo Sabres v New York Rangers,-7.463452167222373
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Jordan Kyrou,2.5,1.862,Pinnacle,1.86,Bet365,St. Louis Blues v Winnipeg Jets,-7.469133663652228
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Nino Niederreiter,1.5,1.862,Pinnacle,1.86,Bet365,St. Louis Blues v Winnipeg Jets,-7.469133663652228
Player Shots on Goal,Columbus Blue Jackets,Chicago Blackhawks,Adam Fantilli,2.5,1.74,Bet365,2,Neds,Columbus Blue Jackets v Chicago Blackhawks,-7.471264367816088
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Conor Garland,1.5,1.74,Bet365,2,Neds,Vegas Golden Knights v Vancouver Canucks,-7.471264367816088
Player Shots on Goal,Buffalo Sabres,New York Rangers,Owen Power,1.5,1.74,Bet365,2,Pinnacle,Buffalo Sabres v New York Rangers,-7.471264367816088
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Tim Stutzle,2.5,2.45,Bet365,1.5,Pinnacle,Ottawa Senators v Montreal Canadiens,-7.482993197278898
Player Shots on Goal,Buffalo Sabres,New York Rangers,Jiri Kulich,1.5,1.64,Neds,2.15,Neds,Buffalo Sabres v New York Rangers,-7.487237663074309
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Nick Suzuki,1.5,1.64,Neds,2.15,Neds,Ottawa Senators v Montreal Canadiens,-7.487237663074309
Player Shots on Goal,Los Angeles Kings,Utah Hockey Club,Quinton Byfield,1.5,1.54,Pinnacle,2.35,Pinnacle,Los Angeles Kings v Utah Hockey Club,-7.488256424426631
Player Shots on Goal,Nashville Predators,Colorado Avalanche,Artturi Lehkonen,2.5,2.35,Pinnacle,1.54,Pinnacle,Nashville Predators v Colorado Avalanche,-7.488256424426631
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Jakob Chychrun,2.5,2.35,Pinnacle,1.54,Pinnacle,Pittsburgh Penguins v Washington Capitals,-7.488256424426631
Player Shots on Goal,Nashville Predators,Colorado Avalanche,Roman Josi,2.5,1.83,Bet365,1.892,Pinnacle,Nashville Predators v Colorado Avalanche,-7.498931364733874
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Charlie Coyle,1.5,1.83,Bet365,1.892,Pinnacle,Boston Bruins v Anaheim Ducks,-7.498931364733874
Player Shots on Goal,Detroit Red Wings,Minnesota Wild,Joel Eriksson Ek,2.5,1.71,Bet365,2.04,Pinnacle,Detroit Red Wings v Minnesota Wild,-7.499140006879945
Player Shots on Goal,Boston Bruins,Anaheim Ducks,David Pastrnak,4.5,2.1,Neds,1.67,Neds,Boston Bruins v Anaheim Ducks,-7.499287140005695
Player Shots on Goal,Buffalo Sabres,New York Rangers,Adam Fox,1.5,1.67,Neds,2.1,Neds,Buffalo Sabres v New York Rangers,-7.499287140005695
Player Shots on Goal,Buffalo Sabres,New York Rangers,Dylan Cozens,1.5,1.67,Neds,2.1,Neds,Buffalo Sabres v New York Rangers,-7.499287140005695
Player Shots on Goal,Buffalo Sabres,New York Rangers,Mika Zibanejad,2.5,2.1,Neds,1.67,Neds,Buffalo Sabres v New York Rangers,-7.499287140005695
Player Shots on Goal,Columbus Blue Jackets,Chicago Blackhawks,Zach Werenski,3.5,2.1,Neds,1.67,Neds,Columbus Blue Jackets v Chicago Blackhawks,-7.499287140005695
Player Shots on Goal,New Jersey Devils,Dallas Stars,Logan Stankoven,1.5,1.67,Neds,2.1,Neds,New Jersey Devils v Dallas Stars,-7.499287140005695
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Alex Ovechkin,3.5,2.1,Neds,1.67,Neds,Pittsburgh Penguins v Washington Capitals,-7.499287140005695
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Dylan Strome,1.5,1.67,Neds,2.1,Neds,Pittsburgh Penguins v Washington Capitals,-7.499287140005695
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Rickard Rakell,2.5,2.1,Neds,1.67,Neds,Pittsburgh Penguins v Washington Capitals,-7.499287140005695
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Tomas Hertl,2.5,2.1,Neds,1.67,Neds,Vegas Golden Knights v Vancouver Canucks,-7.499287140005695
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Elias Lindholm,1.5,1.485,Pinnacle,2.49,Pinnacle,Boston Bruins v Anaheim Ducks,-7.500709910348458
Player Shots on Goal,Buffalo Sabres,New York Rangers,Artemi Panarin,3.5,2.39,Pinnacle,1.523,Pinnacle,Buffalo Sabres v New York Rangers,-7.500885996313156
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Thomas Chabot,2.5,2.39,Pinnacle,1.523,Pinnacle,Ottawa Senators v Montreal Canadiens,-7.500885996313156
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Jack Eichel,2.5,1.523,Pinnacle,2.39,Pinnacle,Vegas Golden Knights v Vancouver Canucks,-7.500885996313156
Player Shots on Goal,New Jersey Devils,Dallas Stars,Stefan Noesen,1.5,1.8,Bet365,1.925,Pinnacle,New Jersey Devils v Dallas Stars,-7.503607503607501
Player Shots on Goal,Columbus Blue Jackets,Chicago Blackhawks,Connor Bedard,2.5,1.925,Pinnacle,1.8,Bet365,Columbus Blue Jackets v Chicago Blackhawks,-7.503607503607501
Player Shots on Goal,Florida Panthers,Seattle Kraken,Matty Beniers,1.5,1.925,Pinnacle,1.8,Neds,Florida Panthers v Seattle Kraken,-7.503607503607501
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Nikolaj Ehlers,2.5,1.925,Pinnacle,1.8,Bet365,St. Louis Blues v Winnipeg Jets,-7.503607503607501
Player Shots on Goal,Buffalo Sabres,New York Rangers,Alex Tuch,2.5,2.47,Pinnacle,1.492,Pinnacle,Buffalo Sabres v New York Rangers,-7.509958645841253
Player Shots on Goal,Buffalo Sabres,New York Rangers,J.T. Miller,1.5,1.531,Pinnacle,2.37,Pinnacle,Buffalo Sabres v New York Rangers,-7.510879241112645
Player Shots on Goal,Florida Panthers,Seattle Kraken,Matty Beniers,1.5,1.91,Neds,1.813,Pinnacle,Florida Panthers v Seattle Kraken,-7.513218956749235
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Nikolaj Ehlers,2.5,1.91,Neds,1.813,Pinnacle,St. Louis Blues v Winnipeg Jets,-7.513218956749235
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Taylor Hall,1.5,1.91,Neds,1.813,Pinnacle,Toronto Maple Leafs v Carolina Hurricanes,-7.513218956749235
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Jordan Kyrou,2.5,1.86,Bet365,1.86,Bet365,St. Louis Blues v Winnipeg Jets,-7.526881720430101
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Nino Niederreiter,1.5,1.86,Bet365,1.86,Bet365,St. Louis Blues v Winnipeg Jets,-7.526881720430101
Player Shots on Goal,Los Angeles Kings,UTA Hockey Club,Alex Laferriere,2.5,1.86,Bet365,1.86,Bet365,Los Angeles Kings v UTA Hockey Club,-7.526881720430101
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Brandon Saad,1.5,1.86,Bet365,1.86,Bet365,Vegas Golden Knights v Vancouver Canucks,-7.526881720430101
Player Shots on Goal,Florida Panthers,Seattle Kraken,Sam Reinhart,2.5,1.86,Bet365,1.86,Bet365,Florida Panthers v Seattle Kraken,-7.526881720430101
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Matthew Knies,1.5,1.86,Bet365,1.86,Bet365,Toronto Maple Leafs v Carolina Hurricanes,-7.526881720430101
Player Shots on Goal,Florida Panthers,Seattle Kraken,Sam Reinhart,2.5,1.87,Neds,1.85,Neds,Florida Panthers v Seattle Kraken,-7.529989882931032
Player Shots on Goal,Los Angeles Kings,Utah Hockey Club,Alex Laferriere,2.5,1.85,Neds,1.87,Neds,Los Angeles Kings v Utah Hockey Club,-7.529989882931032
Player Shots on Goal,Los Angeles Kings,Utah Hockey Club,Drew Doughty,1.5,1.85,Neds,1.87,Neds,Los Angeles Kings v Utah Hockey Club,-7.529989882931032
Player Shots on Goal,New Jersey Devils,Dallas Stars,Jason Robertson,2.5,1.85,Neds,1.87,Neds,New Jersey Devils v Dallas Stars,-7.529989882931032
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Jordan Kyrou,2.5,1.85,Neds,1.87,Neds,St. Louis Blues v Winnipeg Jets,-7.529989882931032
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Nino Niederreiter,1.5,1.85,Neds,1.87,Neds,St. Louis Blues v Winnipeg Jets,-7.529989882931032
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Matthew Knies,1.5,1.87,Neds,1.85,Neds,Toronto Maple Leafs v Carolina Hurricanes,-7.529989882931032
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Brandon Saad,1.5,1.87,Neds,1.85,Neds,Vegas Golden Knights v Vancouver Canucks,-7.529989882931032
Player Shots on Goal,Buffalo Sabres,New York Rangers,Alexis Lafreniere,1.5,1.6,Bet365,2.22,Pinnacle,Buffalo Sabres v New York Rangers,-7.545045045045029
Player Shots on Goal,Buffalo Sabres,New York Rangers,Vincent Trocheck,2.5,2.38,Pinnacle,1.526,Pinnacle,Buffalo Sabres v New York Rangers,-7.54760619844268
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Matthew Knies,1.5,1.869,Pinnacle,1.85,Neds,Toronto Maple Leafs v Carolina Hurricanes,-7.55860194062441
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Brandon Saad,1.5,1.869,Pinnacle,1.85,Neds,Vegas Golden Knights v Vancouver Canucks,-7.55860194062441
