market_name,home_team,away_team,player_name,line,over_price,over_agency,under_price,under_agency,match,margin
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Ryan Nugent-Hopkins,1.5,1.709,Pinnacle,2.02,Neds,Philadelphia Flyers v Edmonton Oilers,-8.01870122647137
Player Shots on Goal,Los Angeles Kings,Utah Hockey Club,Drew Doughty,1.5,1.833,Pinnacle,1.87,Neds,Los Angeles Kings v Utah Hockey Club,-8.031309533186871
Player Shots on Goal,Detroit Red Wings,Minnesota Wild,Dylan Larkin,3.5,2.15,Bet365,1.625,Pinnacle,Detroit Red Wings v Minnesota Wild,-8.05008944543828
Player Shots on Goal,Columbus Blue Jackets,Chicago Blackhawks,Ryan Donato,2.5,1.94,Neds,1.769,Pinnacle,Columbus Blue Jackets v Chicago Blackhawks,-8.075504245511178
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Brendan Gallagher,1.5,1.769,Pinnacle,1.94,Neds,Ottawa Senators v Montreal Canadiens,-8.075504245511178
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Pavel Dorofeyev,2.5,1.769,Pinnacle,1.94,Neds,Vegas Golden Knights v Vancouver Canucks,-8.075504245511178
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,William Nylander,2.5,1.76,Bet365,1.95,Neds,Toronto Maple Leafs v Carolina Hurricanes,-8.100233100233112
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Alex Ovechkin,3.5,2.1,Neds,1.653,Pinnacle,Pittsburgh Penguins v Washington Capitals,-8.115115374643489
Player Shots on Goal,New Jersey Devils,Dallas Stars,Jason Robertson,2.5,1.83,Bet365,1.87,Neds,New Jersey Devils v Dallas Stars,-8.1207445720463909
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Charlie Coyle,1.5,1.83,Bet365,1.87,Neds,Boston Bruins v Anaheim Ducks,-8.1207445720463909
Player Shots on Goal,Detroit Red Wings,Minnesota Wild,Marco Rossi,1.5,1.82,Neds,1.88,Neds,Detroit Red Wings v Minnesota Wild,-8.136544306757054
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Evan Bouchard,2.5,1.88,Neds,1.82,Neds,Philadelphia Flyers v Edmonton Oilers,-8.136544306757054
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Connor McMichael,1.5,1.88,Neds,1.82,Neds,Pittsburgh Penguins v Washington Capitals,-8.136544306757054
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Sidney Crosby,2.5,1.82,Neds,1.88,Neds,Pittsburgh Penguins v Washington Capitals,-8.136544306757054
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Auston Matthews,3.5,1.88,Neds,1.82,Neds,Toronto Maple Leafs v Carolina Hurricanes,-8.136544306757054
Player Shots on Goal,Detroit Red Wings,Minnesota Wild,Moritz Seider,1.5,1.57,Bet365,2.25,Neds,Detroit Red Wings v Minnesota Wild,-8.138711960368017
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Mark Scheifele,1.5,1.57,Bet365,2.25,Neds,St. Louis Blues v Winnipeg Jets,-8.138711960368017
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Mark Stone,1.5,1.57,Bet365,2.25,Neds,Vegas Golden Knights v Vancouver Canucks,-8.138711960368017
Player Shots on Goal,Florida Panthers,Seattle Kraken,Jared McCann,1.5,1.57,Bet365,2.25,Neds,Florida Panthers v Seattle Kraken,-8.138711960368017
Player Shots on Goal,Detroit Red Wings,Minnesota Wild,Moritz Seider,1.5,1.5699999999999998,Neds,2.25,Neds,Detroit Red Wings v Minnesota Wild,-8.138711960368017
Player Shots on Goal,Florida Panthers,Seattle Kraken,Carter Verhaeghe,3.5,2.25,Neds,1.57,Bet365,Florida Panthers v Seattle Kraken,-8.138711960368017
Player Shots on Goal,Florida Panthers,Seattle Kraken,Carter Verhaeghe,3.5,2.25,Neds,1.5699999999999998,Neds,Florida Panthers v Seattle Kraken,-8.138711960368017
Player Shots on Goal,Florida Panthers,Seattle Kraken,Jared McCann,1.5,1.5699999999999998,Neds,2.25,Neds,Florida Panthers v Seattle Kraken,-8.138711960368017
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Leon Draisaitl,2.5,1.5699999999999998,Neds,2.25,Neds,Philadelphia Flyers v Edmonton Oilers,-8.138711960368017
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Bryan Rust,2.5,2.25,Neds,1.57,Bet365,Pittsburgh Penguins v Washington Capitals,-8.138711960368017
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,John Tavares,2.5,2.25,Neds,1.57,Bet365,Toronto Maple Leafs v Carolina Hurricanes,-8.138711960368017
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,John Tavares,2.5,2.25,Neds,1.5699999999999998,Neds,Toronto Maple Leafs v Carolina Hurricanes,-8.138711960368017
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Seth Jarvis,2.5,2.25,Neds,1.5699999999999998,Neds,Toronto Maple Leafs v Carolina Hurricanes,-8.138711960368017
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Brock Boeser,1.5,1.5699999999999998,Neds,2.25,Neds,Vegas Golden Knights v Vancouver Canucks,-8.138711960368017
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Mark Stone,1.5,1.5699999999999998,Neds,2.25,Neds,Vegas Golden Knights v Vancouver Canucks,-8.138711960368017
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Connor McDavid,2.5,1.595,Pinnacle,2.2,Neds,Philadelphia Flyers v Edmonton Oilers,-8.150470219435736
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Ryan Strome,1.5,1.96,Neds,1.75,Neds,Boston Bruins v Anaheim Ducks,-8.163265306122458
Player Shots on Goal,Detroit Red Wings,Minnesota Wild,Joel Eriksson Ek,2.5,1.719,Pinnacle,2,Neds,Detroit Red Wings v Minnesota Wild,-8.173356602675973
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Jake DeBrusk,1.5,1.8,Bet365,1.9,Neds,Vegas Golden Knights v Vancouver Canucks,-8.187134502923987
Player Shots on Goal,New Jersey Devils,Dallas Stars,Mason Marchment,1.5,1.704,Pinnacle,2.02,Neds,New Jersey Devils v Dallas Stars,-8.190396504439178
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Mike Matheson,1.5,1.704,Pinnacle,2.02,Neds,Ottawa Senators v Montreal Canadiens,-8.190396504439178
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Pierre-Luc Dubois,1.5,1.704,Pinnacle,2.02,Neds,Pittsburgh Penguins v Washington Capitals,-8.190396504439178
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,William Nylander,2.5,1.757,Pinnacle,1.95,Neds,Toronto Maple Leafs v Carolina Hurricanes,-8.19724763947871
Player Shots on Goal,Buffalo Sabres,New York Rangers,Jiri Kulich,1.5,1.621,Pinnacle,2.15,Neds,Buffalo Sabres v New York Rangers,-8.201942527581307
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Nick Suzuki,1.5,1.621,Pinnacle,2.15,Neds,Ottawa Senators v Montreal Canadiens,-8.201942527581307
Player Shots on Goal,Detroit Red Wings,Minnesota Wild,Patrick Kane,2.5,2.1,Neds,1.65,Neds,Detroit Red Wings v Minnesota Wild,-8.225108225108224
Player Shots on Goal,Buffalo Sabres,New York Rangers,Jason Zucker,1.5,1.62,Bet365,2.15,Neds,Buffalo Sabres v New York Rangers,-8.24002296870514
Player Shots on Goal,Buffalo Sabres,New York Rangers,Jiri Kulich,1.5,1.62,Bet365,2.15,Neds,Buffalo Sabres v New York Rangers,-8.24002296870514
Player Shots on Goal,Florida Panthers,Seattle Kraken,Jaden Schwartz,1.5,1.62,Bet365,2.15,Neds,Florida Panthers v Seattle Kraken,-8.24002296870514
Player Shots on Goal,New Jersey Devils,Dallas Stars,Thomas Harley,1.5,1.62,Neds,2.15,Neds,New Jersey Devils v Dallas Stars,-8.24002296870514
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Pavel Buchnevich,1.5,1.62,Neds,2.15,Neds,St. Louis Blues v Winnipeg Jets,-8.24002296870514
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Andrei Svechnikov,2.5,2.15,Neds,1.62,Bet365,Toronto Maple Leafs v Carolina Hurricanes,-8.24002296870514
Player Shots on Goal,Detroit Red Wings,Minnesota Wild,Patrick Kane,2.5,2.1,Neds,1.649,Pinnacle,Detroit Red Wings v Minnesota Wild,-8.261861445609163
Player Shots on Goal,New Jersey Devils,Dallas Stars,Timo Meier,2.5,1.92,Neds,1.78,Neds,New Jersey Devils v Dallas Stars,-8.263108614232229
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Tom Wilson,2.5,2.3,Neds,1.543,Pinnacle,Pittsburgh Penguins v Washington Capitals,-8.287074868269052
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Mason McTavish,1.5,1.543,Pinnacle,2.3,Neds,Boston Bruins v Anaheim Ducks,-8.287074868269052
Player Shots on Goal,Columbus Blue Jackets,Chicago Blackhawks,Seth Jones,1.5,1.543,Pinnacle,2.3,Neds,Columbus Blue Jackets v Chicago Blackhawks,-8.287074868269052
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Matvei Michkov,1.5,1.543,Pinnacle,2.3,Neds,Philadelphia Flyers v Edmonton Oilers,-8.287074868269052
Player Shots on Goal,Buffalo Sabres,New York Rangers,JJ Peterka,2.5,2.2,Neds,1.591,Pinnacle,Buffalo Sabres v New York Rangers,-8.308096680189703
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Drake Batherson,2.5,2.2,Neds,1.591,Pinnacle,Ottawa Senators v Montreal Canadiens,-8.308096680189703
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,John Carlson,1.5,1.591,Pinnacle,2.2,Neds,Pittsburgh Penguins v Washington Capitals,-8.308096680189703
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Frank Vatrano,2.5,1.7,Neds,2.02,Neds,Boston Bruins v Anaheim Ducks,-8.328479906814223
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Trevor Zegras,1.5,1.7,Neds,2.02,Neds,Boston Bruins v Anaheim Ducks,-8.328479906814223
Player Shots on Goal,Detroit Red Wings,Minnesota Wild,Dylan Larkin,3.5,2.02,Neds,1.7,Neds,Detroit Red Wings v Minnesota Wild,-8.328479906814223
Player Shots on Goal,Florida Panthers,Seattle Kraken,Aleksander Barkov,2.5,2.02,Neds,1.7,Neds,Florida Panthers v Seattle Kraken,-8.328479906814223
Player Shots on Goal,New Jersey Devils,Dallas Stars,Jack Hughes,3.5,2.02,Neds,1.7,Neds,New Jersey Devils v Dallas Stars,-8.328479906814223
Player Shots on Goal,New Jersey Devils,Dallas Stars,Mason Marchment,1.5,1.7,Neds,2.02,Neds,New Jersey Devils v Dallas Stars,-8.328479906814223
Player Shots on Goal,New Jersey Devils,Dallas Stars,Matt Duchene,1.5,1.7,Neds,2.02,Neds,New Jersey Devils v Dallas Stars,-8.328479906814223
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Mike Matheson,1.5,1.7,Neds,2.02,Neds,Ottawa Senators v Montreal Canadiens,-8.328479906814223
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Ryan Nugent-Hopkins,1.5,1.7,Neds,2.02,Neds,Philadelphia Flyers v Edmonton Oilers,-8.328479906814223
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Aliaksei Protas,1.5,1.7,Neds,2.02,Neds,Pittsburgh Penguins v Washington Capitals,-8.328479906814223
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Erik Karlsson,2.5,2.02,Neds,1.7,Neds,Pittsburgh Penguins v Washington Capitals,-8.328479906814223
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Michael Bunting,1.5,1.7,Neds,2.02,Neds,Pittsburgh Penguins v Washington Capitals,-8.328479906814223
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Pierre-Luc Dubois,1.5,1.7,Neds,2.02,Neds,Pittsburgh Penguins v Washington Capitals,-8.328479906814223
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Gabe Vilardi,1.5,1.7,Neds,2.02,Neds,St. Louis Blues v Winnipeg Jets,-8.328479906814223
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Jackson Blake,1.5,1.7,Neds,2.02,Neds,Toronto Maple Leafs v Carolina Hurricanes,-8.328479906814223
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Mikko Rantanen,2.5,1.7,Neds,2.02,Neds,Toronto Maple Leafs v Carolina Hurricanes,-8.328479906814223
Player Shots on Goal,Buffalo Sabres,New York Rangers,Chris Kreider,1.5,1.5,Bet365,2.4,Neds,Buffalo Sabres v New York Rangers,-8.333333333333325
Player Shots on Goal,Florida Panthers,Seattle Kraken,Aaron Ekblad,1.5,1.5,Bet365,2.4,Neds,Florida Panthers v Seattle Kraken,-8.333333333333325
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Elias Lindholm,1.5,1.5,Bet365,2.4,Neds,Boston Bruins v Anaheim Ducks,-8.333333333333325
Player Shots on Goal,Buffalo Sabres,New York Rangers,Alex Tuch,2.5,2.4,Neds,1.5,Bet365,Buffalo Sabres v New York Rangers,-8.333333333333325
Player Shots on Goal,Detroit Red Wings,Minnesota Wild,Mats Zuccarello,2.5,2.4,Neds,1.5,Bet365,Detroit Red Wings v Minnesota Wild,-8.333333333333325
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Travis Konecny,1.5,1.5,Neds,2.4,Neds,Philadelphia Flyers v Edmonton Oilers,-8.333333333333325
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Viktor Arvidsson,2.5,2.4,Neds,1.5,Bet365,Philadelphia Flyers v Edmonton Oilers,-8.333333333333325
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Dylan Holloway,1.5,1.52,Bet365,2.35,Neds,St. Louis Blues v Winnipeg Jets,-8.342665173572229
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Morgan Geekie,2.5,2.35,Neds,1.52,Bet365,Boston Bruins v Anaheim Ducks,-8.342665173572229
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Tim Stutzle,2.5,2.35,Neds,1.52,Bet365,Ottawa Senators v Montreal Canadiens,-8.342665173572229
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Robert Thomas,2.5,2.35,Neds,1.52,Bet365,St. Louis Blues v Winnipeg Jets,-8.342665173572229
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Brent Burns,2.5,2.35,Neds,1.52,Bet365,Toronto Maple Leafs v Carolina Hurricanes,-8.342665173572229
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Brendan Gallagher,1.5,1.76,Bet365,1.94,Neds,Ottawa Senators v Montreal Canadiens,-8.364573570759148
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Pavel Dorofeyev,2.5,1.76,Bet365,1.94,Neds,Vegas Golden Knights v Vancouver Canucks,-8.364573570759148
Player Shots on Goal,Columbus Blue Jackets,Chicago Blackhawks,Ryan Donato,2.5,1.94,Neds,1.76,Bet365,Columbus Blue Jackets v Chicago Blackhawks,-8.364573570759148
Player Shots on Goal,Columbus Blue Jackets,Chicago Blackhawks,Tyler Bertuzzi,1.5,1.94,Neds,1.76,Bet365,Columbus Blue Jackets v Chicago Blackhawks,-8.364573570759148
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Mark Scheifele,1.5,1.564,Pinnacle,2.25,Neds,St. Louis Blues v Winnipeg Jets,-8.383063370275634
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Jakob Chychrun,2.5,2.3,Neds,1.54,Pinnacle,Pittsburgh Penguins v Washington Capitals,-8.413325804630167
Player Shots on Goal,Los Angeles Kings,Utah Hockey Club,Quinton Byfield,1.5,1.54,Pinnacle,2.3,Neds,Los Angeles Kings v Utah Hockey Club,-8.413325804630167
Player Shots on Goal,Detroit Red Wings,Minnesota Wild,Alex Debrincat,2.5,1.75,Neds,1.95,Neds,Detroit Red Wings v Minnesota Wild,-8.42490842490844
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,William Nylander,2.5,1.75,Neds,1.95,Neds,Toronto Maple Leafs v Carolina Hurricanes,-8.42490842490844
Player Shots on Goal,Detroit Red Wings,Minnesota Wild,Joel Eriksson Ek,2.5,1.71,Bet365,2,Neds,Detroit Red Wings v Minnesota Wild,-8.479532163742686
Player Shots on Goal,Detroit Red Wings,Minnesota Wild,Vladimir Tarasenko,1.5,1.71,Bet365,2,Neds,Detroit Red Wings v Minnesota Wild,-8.479532163742686
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Scott Laughton,1.5,1.71,Bet365,2,Neds,Philadelphia Flyers v Edmonton Oilers,-8.479532163742686
Player Shots on Goal,New Jersey Devils,Dallas Stars,Dougie Hamilton,2.5,2,Neds,1.71,Bet365,New Jersey Devils v Dallas Stars,-8.479532163742686
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Bryan Rust,2.5,2.25,Neds,1.561,Pinnacle,Pittsburgh Penguins v Washington Capitals,-8.50594348352196
Player Shots on Goal,Los Angeles Kings,Utah Hockey Club,Kevin Fiala,2.5,1.561,Pinnacle,2.25,Neds,Los Angeles Kings v Utah Hockey Club,-8.50594348352196
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Erik Karlsson,2.5,2.02,Neds,1.694,Pinnacle,Pittsburgh Penguins v Washington Capitals,-8.536827708744887
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Aliaksei Protas,1.5,1.694,Pinnacle,2.02,Neds,Pittsburgh Penguins v Washington Capitals,-8.536827708744887
Player Shots on Goal,Detroit Red Wings,Minnesota Wild,Matt Boldy,3.5,2.3,Neds,1.537,Pinnacle,Detroit Red Wings v Minnesota Wild,-8.54006958784761
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Pavel Zacha,1.5,1.537,Pinnacle,2.3,Neds,Boston Bruins v Anaheim Ducks,-8.54006958784761
Player Shots on Goal,Florida Panthers,Seattle Kraken,Vince Dunn,1.5,1.537,Pinnacle,2.3,Neds,Florida Panthers v Seattle Kraken,-8.54006958784761
Player Shots on Goal,Columbus Blue Jackets,Chicago Blackhawks,Dmitri Voronkov,2.5,2.1,Neds,1.641,Pinnacle,Columbus Blue Jackets v Chicago Blackhawks,-8.557499782362665
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Patrik Laine,1.5,1.641,Pinnacle,2.1,Neds,Ottawa Senators v Montreal Canadiens,-8.557499782362665
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Kris Letang,1.5,1.641,Pinnacle,2.1,Neds,Pittsburgh Penguins v Washington Capitals,-8.557499782362665
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Cole Caufield,2.5,1.584,Pinnacle,2.2,Neds,Ottawa Senators v Montreal Canadiens,-8.585858585858585
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Patrik Laine,1.5,1.64,Bet365,2.1,Neds,Ottawa Senators v Montreal Canadiens,-8.594657375145175
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Mattias Ekholm,1.5,1.64,Bet365,2.1,Neds,Philadelphia Flyers v Edmonton Oilers,-8.594657375145175
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Kris Letang,1.5,1.64,Bet365,2.1,Neds,Pittsburgh Penguins v Washington Capitals,-8.594657375145175
Player Shots on Goal,Columbus Blue Jackets,Chicago Blackhawks,Dmitri Voronkov,2.5,2.1,Neds,1.64,Bet365,Columbus Blue Jackets v Chicago Blackhawks,-8.594657375145175
Player Shots on Goal,Florida Panthers,Seattle Kraken,Brandon Montour,2.5,2.1,Neds,1.64,Bet365,Florida Panthers v Seattle Kraken,-8.594657375145175
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Darnell Nurse,1.5,1.64,Neds,2.1,Neds,Philadelphia Flyers v Edmonton Oilers,-8.594657375145175
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Owen Tippett,2.5,2.1,Neds,1.64,Bet365,Philadelphia Flyers v Edmonton Oilers,-8.594657375145175
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Mark Stone,1.5,1.558,Pinnacle,2.25,Neds,Vegas Golden Knights v Vancouver Canucks,-8.629296819283994
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Andrei Svechnikov,2.5,2.15,Neds,1.609,Pinnacle,Toronto Maple Leafs v Carolina Hurricanes,-8.662031884602595
Player Shots on Goal,Buffalo Sabres,New York Rangers,Jason Zucker,1.5,1.609,Pinnacle,2.15,Neds,Buffalo Sabres v New York Rangers,-8.662031884602595
Player Shots on Goal,New Jersey Devils,Dallas Stars,Thomas Harley,1.5,1.609,Pinnacle,2.15,Neds,New Jersey Devils v Dallas Stars,-8.662031884602595
Player Shots on Goal,Florida Panthers,Seattle Kraken,Sam Bennett,3.5,2.3,Neds,1.534,Pinnacle,Florida Panthers v Seattle Kraken,-8.66730910946092
Player Shots on Goal,Los Angeles Kings,Utah Hockey Club,Adrian Kempe,3.5,2.3,Neds,1.534,Pinnacle,Los Angeles Kings v Utah Hockey Club,-8.66730910946092
Player Shots on Goal,Los Angeles Kings,Utah Hockey Club,Trevor Moore,2.5,2.3,Neds,1.534,Pinnacle,Los Angeles Kings v Utah Hockey Club,-8.66730910946092
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Filip Chytil,1.5,1.534,Pinnacle,2.3,Neds,Vegas Golden Knights v Vancouver Canucks,-8.66730910946092
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Mitch Marner,2.5,2.35,Neds,1.512,Pinnacle,Toronto Maple Leafs v Carolina Hurricanes,-8.690757626927837
Player Shots on Goal,Buffalo Sabres,New York Rangers,Alex Tuch,2.5,2.4,Neds,1.492,Pinnacle,Buffalo Sabres v New York Rangers,-8.690795352993753
Player Shots on Goal,Florida Panthers,Seattle Kraken,Brandon Montour,2.5,2.1,Neds,1.636,Pinnacle,Florida Panthers v Seattle Kraken,-8.743741995575727
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Brady Tkachuk,3.5,1.58,Bet365,2.2,Neds,Ottawa Senators v Montreal Canadiens,-8.74568469505177
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Cole Caufield,2.5,1.58,Bet365,2.2,Neds,Ottawa Senators v Montreal Canadiens,-8.74568469505177
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Alex Pietrangelo,1.5,1.58,Bet365,2.2,Neds,Vegas Golden Knights v Vancouver Canucks,-8.74568469505177
Player Shots on Goal,Buffalo Sabres,New York Rangers,Tage Thompson,2.5,1.58,Bet365,2.2,Neds,Buffalo Sabres v New York Rangers,-8.74568469505177
Player Shots on Goal,New Jersey Devils,Dallas Stars,Roope Hintz,1.5,1.58,Bet365,2.2,Neds,New Jersey Devils v Dallas Stars,-8.74568469505177
Player Shots on Goal,Buffalo Sabres,New York Rangers,Rasmus Dahlin,2.5,2.2,Neds,1.58,Bet365,Buffalo Sabres v New York Rangers,-8.74568469505177
Player Shots on Goal,New Jersey Devils,Dallas Stars,Nico Hischier,2.5,2.2,Neds,1.58,Bet365,New Jersey Devils v Dallas Stars,-8.74568469505177
Player Shots on Goal,Florida Panthers,Seattle Kraken,Carter Verhaeghe,3.5,2.25,Neds,1.555,Pinnacle,Florida Panthers v Seattle Kraken,-8.753126116470167
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,John Tavares,2.5,2.25,Neds,1.555,Pinnacle,Toronto Maple Leafs v Carolina Hurricanes,-8.753126116470167
Player Shots on Goal,Florida Panthers,Seattle Kraken,Jared McCann,1.5,1.555,Pinnacle,2.25,Neds,Florida Panthers v Seattle Kraken,-8.753126116470167
Player Shots on Goal,Florida Panthers,Seattle Kraken,Jaden Schwartz,1.5,1.606,Pinnacle,2.15,Neds,Florida Panthers v Seattle Kraken,-8.778128529641748
Player Shots on Goal,Buffalo Sabres,New York Rangers,J.T. Miller,1.5,1.531,Pinnacle,2.3,Neds,Buffalo Sabres v New York Rangers,-8.795047283673663
Player Shots on Goal,Buffalo Sabres,New York Rangers,Rasmus Dahlin,2.5,2.2,Neds,1.578,Pinnacle,Buffalo Sabres v New York Rangers,-8.825901601566999
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Brady Tkachuk,3.5,1.578,Pinnacle,2.2,Neds,Ottawa Senators v Montreal Canadiens,-8.825901601566999
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Alex Pietrangelo,1.5,1.578,Pinnacle,2.2,Neds,Vegas Golden Knights v Vancouver Canucks,-8.825901601566999
Player Shots on Goal,New Jersey Devils,Dallas Stars,Jesper Bratt,2.5,2.3,Neds,1.529,Pinnacle,New Jersey Devils v Dallas Stars,-8.880484545170209
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Frank Vatrano,2.5,1.684,Pinnacle,2.02,Neds,Boston Bruins v Anaheim Ducks,-8.88737329789986
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Trevor Zegras,1.5,1.684,Pinnacle,2.02,Neds,Boston Bruins v Anaheim Ducks,-8.88737329789986
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Michael Bunting,1.5,1.684,Pinnacle,2.02,Neds,Pittsburgh Penguins v Washington Capitals,-8.88737329789986
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Mattias Ekholm,1.5,1.632,Pinnacle,2.1,Neds,Philadelphia Flyers v Edmonton Oilers,-8.8935574229692
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Brock Boeser,1.5,1.55,Bet365,2.25,Neds,Vegas Golden Knights v Vancouver Canucks,-8.960573476702516
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Leon Draisaitl,2.5,1.55,Bet365,2.25,Neds,Philadelphia Flyers v Edmonton Oilers,-8.960573476702516
Player Shots on Goal,New Jersey Devils,Dallas Stars,Nico Hischier,2.5,2.2,Neds,1.574,Pinnacle,New Jersey Devils v Dallas Stars,-8.986946979323097
Player Shots on Goal,Buffalo Sabres,New York Rangers,Tage Thompson,2.5,1.574,Pinnacle,2.2,Neds,Buffalo Sabres v New York Rangers,-8.986946979323097
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Morgan Geekie,2.5,2.35,Neds,1.505,Pinnacle,Boston Bruins v Anaheim Ducks,-8.998374213614202
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Robert Thomas,2.5,2.35,Neds,1.505,Pinnacle,St. Louis Blues v Winnipeg Jets,-8.998374213614202
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Leon Draisaitl,2.5,1.549,Pinnacle,2.25,Neds,Philadelphia Flyers v Edmonton Oilers,-9.002223656839536
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Elias Lindholm,1.5,1.485,Pinnacle,2.4,Neds,Boston Bruins v Anaheim Ducks,-9.006734006733996
Player Shots on Goal,Buffalo Sabres,New York Rangers,Vincent Trocheck,2.5,2.3,Neds,1.526,Pinnacle,Buffalo Sabres v New York Rangers,-9.009060345318831
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Troy Terry,1.5,1.526,Pinnacle,2.3,Neds,Boston Bruins v Anaheim Ducks,-9.009060345318831
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Pavel Buchnevich,1.5,1.6,Bet365,2.15,Neds,St. Louis Blues v Winnipeg Jets,-9.011627906976738
