home_team,away_team,player_name,line,over_price,over_agency,under_price,under_agency,market_name,match,margin
New York Rangers,Vegas Golden Knights,Pavel Dorofeyev,0.5,3.1,Bet365,1.333,Pinnacle,Player Assists,New York Rangers v Vegas Golden Knights,-7.27681920480121
Dallas Stars,Columbus Blue Jackets,Logan Stankoven,0.5,3.43,Pinnacle,1.28,Bet365,Player Assists,Dallas Stars v Columbus Blue Jackets,-7.279518950437325
Seattle Kraken,Calgary Flames,MacKenzie Weegar,0.5,2.61,Pinnacle,1.45,Bet365,Player Assists,Seattle Kraken v Calgary Flames,-7.279693486590055
Vancouver Canucks,Detroit Red Wings,Lucas Raymond,0.5,2.08,Pinnacle,1.689,Pinnacle,Player Assists,Vancouver Canucks v Detroit Red Wings,-7.283554219611066
Buffalo Sabres,New Jersey Devils,Jiri Kulich,0.5,3.8,Pinnacle,1.235,Pinnacle,Player Assists,Buffalo Sabres v New Jersey Devils,-7.287449392712553
Florida Panthers,New York Islanders,Aleksander Barkov,0.5,1.709,Pinnacle,2.05,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-7.294238536299935
New York Rangers,Vegas Golden Knights,Jack Eichel,0.5,1.645,Pinnacle,2.15,Bet365,Player Assists,New York Rangers v Vegas Golden Knights,-7.3019014632077495
Vancouver Canucks,Detroit Red Wings,Quinn Hughes,0.5,1.645,Pinnacle,2.15,Pinnacle,Player Assists,Vancouver Canucks v Detroit Red Wings,-7.3019014632077495
Dallas Stars,Columbus Blue Jackets,Kent Johnson,0.5,3.06,Pinnacle,1.34,Bet365,Player Assists,Dallas Stars v Columbus Blue Jackets,-7.306604233733283
Dallas Stars,Columbus Blue Jackets,Mason Marchment,0.5,3.06,Pinnacle,1.34,Bet365,Player Assists,Dallas Stars v Columbus Blue Jackets,-7.306604233733283
Seattle Kraken,Calgary Flames,Blake Coleman,0.5,3.06,Pinnacle,1.34,Bet365,Player Assists,Seattle Kraken v Calgary Flames,-7.306604233733283
Seattle Kraken,Calgary Flames,Vince Dunn,0.5,2.36,Pinnacle,1.54,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-7.307946290997136
Dallas Stars,Columbus Blue Jackets,Wyatt Johnston,0.5,2.22,Pinnacle,1.606,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-7.31154566771004
New York Rangers,Vegas Golden Knights,Tomas Hertl,0.5,2.46,Pinnacle,1.5,Bet365,Player Assists,New York Rangers v Vegas Golden Knights,-7.317073170731714
Dallas Stars,Columbus Blue Jackets,Thomas Harley,0.5,2.38,Pinnacle,1.531,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-7.333593136797512
Colorado Avalanche,Philadelphia Flyers,Jonathan Drouin,0.5,2.07,Pinnacle,1.694,Pinnacle,Player Assists,Colorado Avalanche v Philadelphia Flyers,-7.34105595765675
Dallas Stars,Columbus Blue Jackets,Jason Robertson,0.5,2.02,Pinnacle,1.729,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-7.341850437212605
Seattle Kraken,Calgary Flames,Oliver Bjorkstrand,0.5,2.85,Pinnacle,1.384,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-7.342054558361211
Florida Panthers,New York Islanders,Anders Lee,0.5,3.11,Sportsbet,1.33,Bet365,Player Assists,Florida Panthers v New York Islanders,-7.342310760824899
Florida Panthers,New York Islanders,Evan Rodrigues,0.5,3.84,Pinnacle,1.23,Bet365,Player Assists,Florida Panthers v New York Islanders,-7.342479674796754
Dallas Stars,Columbus Blue Jackets,Cole Sillinger,0.5,3.94,Pinnacle,1.22,Bet365,Player Assists,Dallas Stars v Columbus Blue Jackets,-7.347923774652587
Seattle Kraken,Calgary Flames,Rasmus Andersson,0.5,3.35,Pinnacle,1.29,Bet365,Player Assists,Seattle Kraken v Calgary Flames,-7.3701261136179586
New York Rangers,Vegas Golden Knights,Adam Fox,0.5,1.952,Pinnacle,1.781,Pinnacle,Player Assists,New York Rangers v Vegas Golden Knights,-7.37773952743439
New York Rangers,Vegas Golden Knights,Reilly Smith,0.5,3.6,Pinnacle,1.256,Pinnacle,Player Assists,New York Rangers v Vegas Golden Knights,-7.395612172682231
Utah Hockey Club,St. Louis Blues,Clayton Keller,0.5,1.9,Pinnacle,1.826,Pinnacle,Player Assists,Utah Hockey Club v St. Louis Blues,-7.396091543206307
Colorado Avalanche,Philadelphia Flyers,Ross Colton,0.5,4.4,Pinnacle,1.181,Pinnacle,Player Assists,Colorado Avalanche v Philadelphia Flyers,-7.401277807713025
Florida Panthers,New York Islanders,Carter Verhaeghe,0.5,2.18,Pinnacle,1.625,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-7.410021171489056
Florida Panthers,New York Islanders,Sam Reinhart,0.5,2.18,Pinnacle,1.625,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-7.410021171489056
Vancouver Canucks,Detroit Red Wings,Elias Pettersson,0.5,2.32,Pinnacle,1.555,Pinnacle,Player Assists,Vancouver Canucks v Detroit Red Wings,-7.412129947887802
Dallas Stars,Columbus Blue Jackets,Dmitri Voronkov,0.5,3.05,Bet365,1.34,Bet365,Player Assists,Dallas Stars v Columbus Blue Jackets,-7.413750917543416
Dallas Stars,Columbus Blue Jackets,Kent Johnson,0.5,3.05,Bet365,1.34,Bet365,Player Assists,Dallas Stars v Columbus Blue Jackets,-7.413750917543416
Dallas Stars,Columbus Blue Jackets,Mason Marchment,0.5,3.05,Bet365,1.34,Bet365,Player Assists,Dallas Stars v Columbus Blue Jackets,-7.413750917543416
Florida Panthers,New York Islanders,Anton Lundell,0.5,3.05,Bet365,1.34,Bet365,Player Assists,Florida Panthers v New York Islanders,-7.413750917543416
New York Rangers,Vegas Golden Knights,Ivan Barbashev,0.5,3.05,Bet365,1.34,Bet365,Player Assists,New York Rangers v Vegas Golden Knights,-7.413750917543416
Seattle Kraken,Calgary Flames,Blake Coleman,0.5,3.05,Bet365,1.34,Bet365,Player Assists,Seattle Kraken v Calgary Flames,-7.413750917543416
Dallas Stars,Columbus Blue Jackets,Kirill Marchenko,0.5,2.6,Bet365,1.45,Bet365,Player Assists,Dallas Stars v Columbus Blue Jackets,-7.427055702917773
Vancouver Canucks,Detroit Red Wings,Patrick Kane,0.5,2.6,Bet365,1.45,Bet365,Player Assists,Vancouver Canucks v Detroit Red Wings,-7.427055702917773
Seattle Kraken,Calgary Flames,Jared McCann,0.5,2.6,Bet365,1.45,Bet365,Player Assists,Seattle Kraken v Calgary Flames,-7.427055702917773
Seattle Kraken,Calgary Flames,Jonathan Huberdeau,0.5,2.6,Bet365,1.45,Bet365,Player Assists,Seattle Kraken v Calgary Flames,-7.427055702917773
Seattle Kraken,Calgary Flames,MacKenzie Weegar,0.5,2.6,Bet365,1.45,Bet365,Player Assists,Seattle Kraken v Calgary Flames,-7.427055702917773
Florida Panthers,New York Islanders,Anton Lundell,0.5,2.95,Neds,1.36,Neds,Player Assists,Florida Panthers v New York Islanders,-7.427716849451649
Dallas Stars,Columbus Blue Jackets,Thomas Harley,0.5,2.33,Sportsbet,1.55,Bet365,Player Assists,Dallas Stars v Columbus Blue Jackets,-7.434583967880393
Florida Panthers,New York Islanders,Anders Lee,0.5,3.1,Bet365,1.33,Bet365,Player Assists,Florida Panthers v New York Islanders,-7.446034440941052
New York Rangers,Vegas Golden Knights,Alex Pietrangelo,0.5,3.1,Bet365,1.33,Bet365,Player Assists,New York Rangers v Vegas Golden Knights,-7.446034440941052
New York Rangers,Vegas Golden Knights,Alexis Lafreniere,0.5,3.1,Bet365,1.33,Bet365,Player Assists,New York Rangers v Vegas Golden Knights,-7.446034440941052
New York Rangers,Vegas Golden Knights,Pavel Dorofeyev,0.5,3.1,Bet365,1.33,Bet365,Player Assists,New York Rangers v Vegas Golden Knights,-7.446034440941052
Seattle Kraken,Calgary Flames,Matt Coronato,0.5,3.1,Bet365,1.33,Bet365,Player Assists,Seattle Kraken v Calgary Flames,-7.446034440941052
Florida Panthers,New York Islanders,Carter Verhaeghe,0.5,2.4,Neds,1.52,Bet365,Player Assists,Florida Panthers v New York Islanders,-7.456140350877205
Florida Panthers,New York Islanders,Bo Horvat,0.5,2.7,Neds,1.42,Neds,Player Assists,Florida Panthers v New York Islanders,-7.459572248304647
Dallas Stars,Columbus Blue Jackets,Kirill Marchenko,0.5,2.65,Pinnacle,1.434,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-7.470856030104489
Florida Panthers,New York Islanders,Mathew Barzal,0.5,2.31,Pinnacle,1.558,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-7.474895664882819
Vancouver Canucks,Detroit Red Wings,Quinn Hughes,0.5,1.64,Bet365,2.15,Pinnacle,Player Assists,Vancouver Canucks v Detroit Red Wings,-7.487237663074309
Vancouver Canucks,Detroit Red Wings,Pius Suter,0.5,4.14,Pinnacle,1.2,Bet365,Player Assists,Vancouver Canucks v Detroit Red Wings,-7.487922705314021
Seattle Kraken,Calgary Flames,Vince Dunn,0.5,2.35,Bet365,1.54,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-7.488256424426631
New York Rangers,Vegas Golden Knights,Shea Theodore,0.5,2.04,Sportsbet,1.71,Bet365,Player Assists,New York Rangers v Vegas Golden Knights,-7.499140006879945
Buffalo Sabres,New Jersey Devils,Dougie Hamilton,0.5,2.39,Pinnacle,1.523,Pinnacle,Player Assists,Buffalo Sabres v New Jersey Devils,-7.500885996313156
Dallas Stars,Columbus Blue Jackets,Mikael Granlund,0.5,2.14,Pinnacle,1.645,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-7.519245518847817
Vancouver Canucks,Detroit Red Wings,Brock Boeser,0.5,2.58,Sportsbet,1.454,Pinnacle,Player Assists,Vancouver Canucks v Detroit Red Wings,-7.5354808440762255
New York Rangers,Vegas Golden Knights,Artemi Panarin,0.5,1.806,Pinnacle,1.917,Pinnacle,Player Assists,New York Rangers v Vegas Golden Knights,-7.535826500778997
Seattle Kraken,Calgary Flames,Morgan Frost,0.5,3.4,Pinnacle,1.28,Bet365,Player Assists,Seattle Kraken v Calgary Flames,-7.5367647058823595
Dallas Stars,Columbus Blue Jackets,Logan Stankoven,0.5,3.4,Sportsbet,1.28,Bet365,Player Assists,Dallas Stars v Columbus Blue Jackets,-7.5367647058823595
Seattle Kraken,Calgary Flames,Oliver Bjorkstrand,0.5,2.85,Pinnacle,1.38,Bet365,Player Assists,Seattle Kraken v Calgary Flames,-7.551487414187652
New York Rangers,Vegas Golden Knights,J.T. Miller,0.5,2.18,Pinnacle,1.621,Pinnacle,Player Assists,New York Rangers v Vegas Golden Knights,-7.561874253632084
New York Rangers,Vegas Golden Knights,Ivan Barbashev,0.5,3.05,Bet365,1.337,Pinnacle,Player Assists,New York Rangers v Vegas Golden Knights,-7.5812008779136075
UTA Hockey Club,St. Louis Blues,Brayden Schenn,0.5,3.2,Bet365,1.31,Bet365,Player Assists,UTA Hockey Club v St. Louis Blues,-7.585877862595414
UTA Hockey Club,St. Louis Blues,Josh Doan,0.5,3.2,Bet365,1.31,Bet365,Player Assists,UTA Hockey Club v St. Louis Blues,-7.585877862595414
Seattle Kraken,Calgary Flames,Shane Wright,0.5,3.2,Bet365,1.31,Bet365,Player Assists,Seattle Kraken v Calgary Flames,-7.585877862595414
Utah Hockey Club,St. Louis Blues,Dylan Holloway,0.5,2.95,Sportsbet,1.357,Pinnacle,Player Assists,Utah Hockey Club v St. Louis Blues,-7.590272660280029
Utah Hockey Club,St. Louis Blues,Pavel Buchnevich,0.5,2.51,Pinnacle,1.476,Pinnacle,Player Assists,Utah Hockey Club v St. Louis Blues,-7.591314956974271
Anaheim Ducks,Montreal Canadiens,Jackson LaCombe,0.5,2.53,Pinnacle,1.469,Pinnacle,Player Assists,Anaheim Ducks v Montreal Canadiens,-7.59921110055779
Florida Panthers,New York Islanders,Sam Bennett,0.5,2.93,Sportsbet,1.361,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-7.60507857853967
Anaheim Ducks,Montreal Canadiens,Ryan Strome,0.5,2.45,Pinnacle,1.497,Pinnacle,Player Assists,Anaheim Ducks v Montreal Canadiens,-7.616593731681043
Florida Panthers,New York Islanders,Carter Verhaeghe,0.5,2.39,Sportsbet,1.52,Bet365,Player Assists,Florida Panthers v New York Islanders,-7.6304778683109475
Florida Panthers,New York Islanders,Gustav Forsling,0.5,3.32,Sportsbet,1.29,Bet365,Player Assists,Florida Panthers v New York Islanders,-7.639861772672085
Seattle Kraken,Calgary Flames,Kaapo Kakko,0.5,2.8,Bet365,1.39,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-7.656731757451185
Florida Panthers,New York Islanders,Mathew Barzal,0.5,2.3,Neds,1.558,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-7.663113244404762
Vancouver Canucks,Detroit Red Wings,Vladimir Tarasenko,0.5,3.79,Pinnacle,1.23,Bet365,Player Assists,Vancouver Canucks v Detroit Red Wings,-7.6860372825364065
Florida Panthers,New York Islanders,Gustav Forsling,0.5,3.25,Neds,1.3,Neds,Player Assists,Florida Panthers v New York Islanders,-7.692307692307687
Vancouver Canucks,Detroit Red Wings,Patrick Kane,0.5,2.62,Pinnacle,1.438,Pinnacle,Player Assists,Vancouver Canucks v Detroit Red Wings,-7.70896813852997
Vancouver Canucks,Detroit Red Wings,Marco Kasper,0.5,3.38,Pinnacle,1.28,Bet365,Player Assists,Vancouver Canucks v Detroit Red Wings,-7.710798816568043
Seattle Kraken,Calgary Flames,Jonathan Huberdeau,0.5,2.6,Bet365,1.444,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-7.713616023865333
Utah Hockey Club,St. Louis Blues,Brayden Schenn,0.5,3.4,Pinnacle,1.277,Pinnacle,Player Assists,Utah Hockey Club v St. Louis Blues,-7.720300336266073
Florida Panthers,New York Islanders,Aaron Ekblad,0.5,2.37,Pinnacle,1.526,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-7.724892302757813
New York Rangers,Vegas Golden Knights,Chris Kreider,0.5,3.45,Sportsbet,1.27,Bet365,Player Assists,New York Rangers v Vegas Golden Knights,-7.725664726691761
Buffalo Sabres,New Jersey Devils,Alex Tuch,0.5,3,Pinnacle,1.344,Pinnacle,Player Assists,Buffalo Sabres v New Jersey Devils,-7.738095238095233
New York Rangers,Vegas Golden Knights,Jack Eichel,0.5,1.645,Pinnacle,2.13,Pinnacle,Player Assists,New York Rangers v Vegas Golden Knights,-7.738630363742738
Utah Hockey Club,St. Louis Blues,Mikhail Sergachev,0.5,2.13,Pinnacle,1.645,Pinnacle,Player Assists,Utah Hockey Club v St. Louis Blues,-7.738630363742738
Utah Hockey Club,St. Louis Blues,Robert Thomas,0.5,2.13,Pinnacle,1.645,Pinnacle,Player Assists,Utah Hockey Club v St. Louis Blues,-7.738630363742738
Anaheim Ducks,Montreal Canadiens,Leo Carlsson,0.5,4.05,Pinnacle,1.204,Pinnacle,Player Assists,Anaheim Ducks v Montreal Canadiens,-7.747836430006982
Seattle Kraken,Calgary Flames,MacKenzie Weegar,0.5,2.61,Pinnacle,1.44,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-7.75862068965516
Buffalo Sabres,New Jersey Devils,Tage Thompson,0.5,2.59,Pinnacle,1.446,Pinnacle,Player Assists,Buffalo Sabres v New Jersey Devils,-7.766331832721862
Vancouver Canucks,Detroit Red Wings,Moritz Seider,0.5,2.24,Pinnacle,1.584,Pinnacle,Player Assists,Vancouver Canucks v Detroit Red Wings,-7.774170274170267
Vancouver Canucks,Detroit Red Wings,Dylan Larkin,0.5,2.36,Sportsbet,1.529,Pinnacle,Player Assists,Vancouver Canucks v Detroit Red Wings,-7.775105031537177
Seattle Kraken,Calgary Flames,Rasmus Andersson,0.5,3.45,Sportsbet,1.269,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-7.78771370815774
Vancouver Canucks,Detroit Red Wings,Jake DeBrusk,0.5,2.75,Pinnacle,1.4,Pinnacle,Player Assists,Vancouver Canucks v Detroit Red Wings,-7.792207792207795
Seattle Kraken,Calgary Flames,Nazem Kadri,0.5,2.55,Bet365,1.458,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-7.8027918986524725
Dallas Stars,Columbus Blue Jackets,Zach Werenski,0.5,1.95,Bet365,1.769,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-7.8111637749851415
Seattle Kraken,Calgary Flames,Chandler Stephenson,0.5,2.16,Pinnacle,1.625,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-7.834757834757822
Buffalo Sabres,New Jersey Devils,Timo Meier,0.5,2.68,Pinnacle,1.418,Pinnacle,Player Assists,Buffalo Sabres v New Jersey Devils,-7.83529461297181
Dallas Stars,Columbus Blue Jackets,Roope Hintz,0.5,2.87,Sportsbet,1.37,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-7.835906304839901
Florida Panthers,New York Islanders,Aleksander Barkov,0.5,1.83,Bet365,1.88,Neds,Player Assists,Florida Panthers v New York Islanders,-7.83629810487152
Florida Panthers,New York Islanders,Matthew Tkachuk,0.5,1.96,Sportsbet,1.76,Bet365,Player Assists,Florida Panthers v New York Islanders,-7.8385899814471305
Seattle Kraken,Calgary Flames,Jared McCann,0.5,2.63,Pinnacle,1.432,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-7.855215922849812
Florida Panthers,New York Islanders,Bo Horvat,0.5,2.8,Bet365,1.386,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-7.864357864357863
Florida Panthers,New York Islanders,Brock Nelson,0.5,2.66,Pinnacle,1.423,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-7.8680538309935155
Vancouver Canucks,Detroit Red Wings,Alex DeBrincat,0.5,2.66,Pinnacle,1.423,Pinnacle,Player Assists,Vancouver Canucks v Detroit Red Wings,-7.8680538309935155
Seattle Kraken,Calgary Flames,Matty Beniers,0.5,2.71,Pinnacle,1.409,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-7.872689798580024
Seattle Kraken,Calgary Flames,MacKenzie Weegar,0.5,2.6,Bet365,1.44,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-7.9059829059829
Florida Panthers,New York Islanders,Brock Nelson,0.5,2.6,Neds,1.44,Bet365,Player Assists,Florida Panthers v New York Islanders,-7.9059829059829
Seattle Kraken,Calgary Flames,Blake Coleman,0.5,3.11,Sportsbet,1.32,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-7.91191659358863
Vancouver Canucks,Detroit Red Wings,Conor Garland,0.5,2.85,Bet365,1.373,Pinnacle,Player Assists,Vancouver Canucks v Detroit Red Wings,-7.920931242892371
Seattle Kraken,Calgary Flames,Morgan Frost,0.5,3.5,Bet365,1.26,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-7.9365079365079305
Dallas Stars,Columbus Blue Jackets,Adam Fantilli,0.5,2.9,Bet365,1.361,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-7.9581443664648255
Florida Panthers,New York Islanders,Sam Bennett,0.5,2.9,Bet365,1.361,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-7.9581443664648255
Florida Panthers,New York Islanders,Tony DeAngelo,0.5,2.9,Bet365,1.361,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-7.9581443664648255
Florida Panthers,New York Islanders,Bo Horvat,0.5,2.7,Neds,1.41,Bet365,Player Assists,Florida Panthers v New York Islanders,-7.959022852639874
Seattle Kraken,Calgary Flames,Kaapo Kakko,0.5,2.7,Sportsbet,1.41,Bet365,Player Assists,Seattle Kraken v Calgary Flames,-7.959022852639874
Florida Panthers,New York Islanders,Anders Lee,0.5,3.05,Neds,1.33,Bet365,Player Assists,Florida Panthers v New York Islanders,-7.9748551707136794
Utah Hockey Club,St. Louis Blues,Justin Faulk,0.5,2.55,Pinnacle,1.454,Pinnacle,Player Assists,Utah Hockey Club v St. Louis Blues,-7.991477196105423
Vancouver Canucks,Detroit Red Wings,Brock Boeser,0.5,2.55,Pinnacle,1.454,Pinnacle,Player Assists,Vancouver Canucks v Detroit Red Wings,-7.991477196105423
Florida Panthers,New York Islanders,Bo Horvat,0.5,2.79,Pinnacle,1.386,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-7.992366056882183
Utah Hockey Club,St. Louis Blues,Jake Neighbours,0.5,3.7,Pinnacle,1.235,Pinnacle,Player Assists,Utah Hockey Club v St. Louis Blues,-7.998686946055367
Vancouver Canucks,Detroit Red Wings,Patrick Kane,0.5,2.6,Bet365,1.438,Pinnacle,Player Assists,Vancouver Canucks v Detroit Red Wings,-8.002567668770721
Florida Panthers,New York Islanders,Brock Nelson,0.5,2.65,Bet365,1.423,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-8.009917925191257
Vancouver Canucks,Detroit Red Wings,Alex DeBrincat,0.5,2.65,Bet365,1.423,Pinnacle,Player Assists,Vancouver Canucks v Detroit Red Wings,-8.009917925191257
Dallas Stars,Columbus Blue Jackets,Kent Johnson,0.5,3.1,Sportsbet,1.32,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-8.015640273704783
Seattle Kraken,Calgary Flames,Jared McCann,0.5,2.56,Sportsbet,1.45,Bet365,Player Assists,Seattle Kraken v Calgary Flames,-8.028017241379315
Seattle Kraken,Calgary Flames,Kaapo Kakko,0.5,2.77,Pinnacle,1.39,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-8.043529075656464
Vancouver Canucks,Detroit Red Wings,Conor Garland,0.5,2.84,Pinnacle,1.373,Pinnacle,Player Assists,Vancouver Canucks v Detroit Red Wings,-8.04447955028056
New York Rangers,Vegas Golden Knights,Adam Fox,0.5,1.952,Pinnacle,1.76,Bet365,Player Assists,New York Rangers v Vegas Golden Knights,-8.04769001490313
Florida Panthers,New York Islanders,Sam Reinhart,0.5,2.15,Neds,1.625,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-8.05008944543828
Colorado Avalanche,Philadelphia Flyers,Artturi Lehkonen,0.5,2.48,Pinnacle,1.476,Pinnacle,Player Assists,Colorado Avalanche v Philadelphia Flyers,-8.073258151936358
Dallas Stars,Columbus Blue Jackets,Jamie Benn,0.5,2.85,Bet365,1.37,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-8.080420028172618
Dallas Stars,Columbus Blue Jackets,Roope Hintz,0.5,2.85,Bet365,1.37,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-8.080420028172618
Seattle Kraken,Calgary Flames,Brandon Montour,0.5,2.85,Bet365,1.37,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-8.080420028172618
Florida Panthers,New York Islanders,Aaron Ekblad,0.5,2.35,Bet365,1.526,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-8.083990965115294
Florida Panthers,New York Islanders,Matthew Tkachuk,0.5,1.95,Neds,1.76,Bet365,Player Assists,Florida Panthers v New York Islanders,-8.100233100233112
Colorado Avalanche,Philadelphia Flyers,Casey Mittelstadt,0.5,3.3,Pinnacle,1.285,Pinnacle,Player Assists,Colorado Avalanche v Philadelphia Flyers,-8.124041976182061
Utah Hockey Club,St. Louis Blues,Matias Maccelli,0.5,3.3,Pinnacle,1.285,Pinnacle,Player Assists,Utah Hockey Club v St. Louis Blues,-8.124041976182061
Colorado Avalanche,Philadelphia Flyers,Travis Sanheim,0.5,3.38,Pinnacle,1.273,Pinnacle,Player Assists,Colorado Avalanche v Philadelphia Flyers,-8.140394260401518
Seattle Kraken,Calgary Flames,Mikael Backlund,0.5,3.8,Bet365,1.222,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-8.148850030149024
Utah Hockey Club,St. Louis Blues,Dylan Holloway,0.5,2.9,Pinnacle,1.357,Pinnacle,Player Assists,Utah Hockey Club v St. Louis Blues,-8.174726196223926
Florida Panthers,New York Islanders,Sam Bennett,0.5,2.8,Neds,1.38,Bet365,Player Assists,Florida Panthers v New York Islanders,-8.17805383022776
Florida Panthers,New York Islanders,Tony DeAngelo,0.5,2.8,Neds,1.38,Bet365,Player Assists,Florida Panthers v New York Islanders,-8.17805383022776
Dallas Stars,Columbus Blue Jackets,Logan Stankoven,0.5,3.5,Bet365,1.256,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-8.189262966333022
Dallas Stars,Columbus Blue Jackets,Kirill Marchenko,0.5,2.6,Bet365,1.434,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-8.196545435039159
Colorado Avalanche,Philadelphia Flyers,Devon Toews,0.5,2.6,Pinnacle,1.434,Pinnacle,Player Assists,Colorado Avalanche v Philadelphia Flyers,-8.196545435039159
Seattle Kraken,Calgary Flames,Jaden Schwartz,0.5,2.6,Pinnacle,1.434,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-8.196545435039159
Utah Hockey Club,St. Louis Blues,Jordan Kyrou,0.5,2.6,Pinnacle,1.434,Pinnacle,Player Assists,Utah Hockey Club v St. Louis Blues,-8.196545435039159
Dallas Stars,Columbus Blue Jackets,Adam Fantilli,0.5,2.88,Pinnacle,1.361,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-8.197607967997378
Florida Panthers,New York Islanders,Sam Bennett,0.5,2.88,Pinnacle,1.361,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-8.197607967997378
Florida Panthers,New York Islanders,Tony DeAngelo,0.5,2.88,Pinnacle,1.361,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-8.197607967997378
Seattle Kraken,Calgary Flames,Rasmus Andersson,0.5,3.4,Bet365,1.269,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-8.213971167663292
Vancouver Canucks,Detroit Red Wings,Filip Chytil,0.5,3.6,Bet365,1.243,Pinnacle,Player Assists,Vancouver Canucks v Detroit Red Wings,-8.228300706176794
Dallas Stars,Columbus Blue Jackets,Thomas Harley,0.5,2.33,Sportsbet,1.531,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-8.23524134973075
Vancouver Canucks,Detroit Red Wings,Marco Kasper,0.5,3.32,Sportsbet,1.28,Bet365,Player Assists,Vancouver Canucks v Detroit Red Wings,-8.245481927710841
Florida Panthers,New York Islanders,Gustav Forsling,0.5,3.25,Neds,1.29,Bet365,Player Assists,Florida Panthers v New York Islanders,-8.288610614191994
Seattle Kraken,Calgary Flames,Jared McCann,0.5,2.6,Bet365,1.432,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-8.293940696175328
Anaheim Ducks,Montreal Canadiens,Frank Vatrano,0.5,3.04,Pinnacle,1.326,Pinnacle,Player Assists,Anaheim Ducks v Montreal Canadiens,-8.309518139239502
Seattle Kraken,Calgary Flames,Yegor Sharangovich,0.5,3.7,Bet365,1.23,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-8.327840035157097
Florida Panthers,New York Islanders,Evan Rodrigues,0.5,3.7,Neds,1.23,Bet365,Player Assists,Florida Panthers v New York Islanders,-8.327840035157097
Vancouver Canucks,Detroit Red Wings,Vladimir Tarasenko,0.5,3.9,Bet365,1.209,Pinnacle,Player Assists,Vancouver Canucks v Detroit Red Wings,-8.354011579818032
Vancouver Canucks,Detroit Red Wings,Pius Suter,0.5,4.3,Bet365,1.175,Pinnacle,Player Assists,Vancouver Canucks v Detroit Red Wings,-8.362196932211784
Vancouver Canucks,Detroit Red Wings,Moritz Seider,0.5,2.18,Sportsbet,1.6,Bet365,Player Assists,Vancouver Canucks v Detroit Red Wings,-8.371559633027514
Dallas Stars,Columbus Blue Jackets,Matt Duchene,0.5,2.28,Pinnacle,1.55,Bet365,Player Assists,Dallas Stars v Columbus Blue Jackets,-8.375778155065072
