home_team,away_team,player_name,line,over_price,over_agency,under_price,under_agency,market_name,match,margin
Dallas Stars,Columbus Blue Jackets,Jason Robertson,0.5,2.29,Sportsbet,1.729,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-1.5050222129054713
Dallas Stars,Columbus Blue Jackets,Jason Robertson,0.5,2.28,Bet365,1.729,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-1.696549064970121
Dallas Stars,Columbus Blue Jackets,Matt Duchene,0.5,2.44,Sportsbet,1.645,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-1.7738801136080617
New York Rangers,Vegas Golden Knights,Artemi Panarin,0.5,2,Bet365,1.917,Pinnacle,Player Assists,New York Rangers v Vegas Golden Knights,-2.164840897235276
Florida Panthers,New York Islanders,Aleksander Barkov,0.5,1.87,Neds,2.05,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-2.2564236337550447
Dallas Stars,Columbus Blue Jackets,Evgenii Dadonov,0.5,4.24,Pinnacle,1.27,Bet365,Player Assists,Dallas Stars v Columbus Blue Jackets,-2.3250631406923183
Florida Panthers,New York Islanders,Carter Verhaeghe,0.5,2.45,Bet365,1.625,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-2.3547880690737877
Seattle Kraken,Calgary Flames,Chandler Stephenson,0.5,2.45,Bet365,1.625,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-2.3547880690737877
Dallas Stars,Columbus Blue Jackets,Matt Duchene,0.5,2.4,Bet365,1.645,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-2.4569402228976633
Utah Hockey Club,St. Louis Blues,Robert Thomas,0.5,2.39,Sportsbet,1.645,Pinnacle,Player Assists,Utah Hockey Club v St. Louis Blues,-2.631277740331406
Florida Panthers,New York Islanders,Aleksander Barkov,0.5,1.85,Sportsbet,2.05,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-2.8345418589321048
Dallas Stars,Columbus Blue Jackets,Zach Werenski,0.5,2.1,Pinnacle,1.8,Bet365,Player Assists,Dallas Stars v Columbus Blue Jackets,-3.1746031746031633
Florida Panthers,New York Islanders,Carter Verhaeghe,0.5,2.4,Neds,1.625,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-3.205128205128216
Florida Panthers,New York Islanders,Carter Verhaeghe,0.5,2.39,Sportsbet,1.625,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-3.3794657225619584
Florida Panthers,New York Islanders,Aleksander Barkov,0.5,1.83,Bet365,2.05,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-3.4252965480474407
Utah Hockey Club,St. Louis Blues,Justin Faulk,0.5,2.88,Sportsbet,1.454,Pinnacle,Player Assists,Utah Hockey Club v St. Louis Blues,-3.498013143817813
New York Rangers,Vegas Golden Knights,Shea Theodore,0.5,2.1,Bet365,1.787,Pinnacle,Player Assists,New York Rangers v Vegas Golden Knights,-3.5787566285607753
Florida Panthers,New York Islanders,Matthew Tkachuk,0.5,2,Bet365,1.862,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-3.705692803437177
New York Rangers,Vegas Golden Knights,Mika Zibanejad,0.5,2.68,Pinnacle,1.502,Pinnacle,Player Assists,New York Rangers v Vegas Golden Knights,-3.89132897430291
Dallas Stars,Columbus Blue Jackets,Jamie Benn,0.5,3.08,Sportsbet,1.4,Bet365,Player Assists,Dallas Stars v Columbus Blue Jackets,-3.8961038961038863
New York Rangers,Vegas Golden Knights,Jack Eichel,0.5,1.74,Sportsbet,2.15,Bet365,Player Assists,New York Rangers v Vegas Golden Knights,-3.9828922747928264
New York Rangers,Vegas Golden Knights,Mark Stone,0.5,1.833,Pinnacle,2.02,Pinnacle,Player Assists,New York Rangers v Vegas Golden Knights,-4.0603241993593775
Buffalo Sabres,New Jersey Devils,Jesper Bratt,0.5,1.909,Pinnacle,1.934,Pinnacle,Player Assists,Buffalo Sabres v New Jersey Devils,-4.089755000398165
Anaheim Ducks,Montreal Canadiens,Lane Hutson,0.5,2.01,Pinnacle,1.84,Pinnacle,Player Assists,Anaheim Ducks v Montreal Canadiens,-4.099069868051064
Dallas Stars,Columbus Blue Jackets,Zach Werenski,0.5,2.1,Pinnacle,1.769,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-4.1481601119814915
Buffalo Sabres,New Jersey Devils,Jack Hughes,0.5,1.854,Pinnacle,1.99,Pinnacle,Player Assists,Buffalo Sabres v New Jersey Devils,-4.1886888596163185
Colorado Avalanche,Philadelphia Flyers,Martin Necas,0.5,1.854,Pinnacle,1.99,Pinnacle,Player Assists,Colorado Avalanche v Philadelphia Flyers,-4.1886888596163185
Buffalo Sabres,New Jersey Devils,Owen Power,0.5,3.5,Pinnacle,1.322,Pinnacle,Player Assists,Buffalo Sabres v New Jersey Devils,-4.214393775664571
New York Rangers,Vegas Golden Knights,J.T. Miller,0.5,2.35,Bet365,1.621,Pinnacle,Player Assists,New York Rangers v Vegas Golden Knights,-4.243506109966266
Buffalo Sabres,New Jersey Devils,Dylan Cozens,0.5,3.7,Pinnacle,1.294,Pinnacle,Player Assists,Buffalo Sabres v New Jersey Devils,-4.3067797318183665
Buffalo Sabres,New Jersey Devils,Jack Quinn,0.5,3.58,Pinnacle,1.309,Pinnacle,Player Assists,Buffalo Sabres v New Jersey Devils,-4.327154935107624
Buffalo Sabres,New Jersey Devils,JJ Peterka,0.5,2.65,Pinnacle,1.5,Pinnacle,Player Assists,Buffalo Sabres v New Jersey Devils,-4.402515723270439
New York Rangers,Vegas Golden Knights,Jack Eichel,0.5,1.74,Sportsbet,2.13,Pinnacle,Player Assists,New York Rangers v Vegas Golden Knights,-4.419621175327837
Anaheim Ducks,Montreal Canadiens,Cole Caufield,0.5,2.49,Pinnacle,1.555,Pinnacle,Player Assists,Anaheim Ducks v Montreal Canadiens,-4.469324242306838
Anaheim Ducks,Montreal Canadiens,Juraj Slafkovsky,0.5,2.92,Pinnacle,1.423,Pinnacle,Player Assists,Anaheim Ducks v Montreal Canadiens,-4.5206442110532485
New York Rangers,Vegas Golden Knights,Tomas Hertl,0.5,2.62,Sportsbet,1.507,Pinnacle,Player Assists,New York Rangers v Vegas Golden Knights,-4.524939594867705
New York Rangers,Vegas Golden Knights,Mark Stone,0.5,1.833,Pinnacle,2,Bet365,Player Assists,New York Rangers v Vegas Golden Knights,-4.555373704309873
New York Rangers,Vegas Golden Knights,Ivan Barbashev,0.5,3.34,Pinnacle,1.34,Bet365,Player Assists,New York Rangers v Vegas Golden Knights,-4.566985432120818
Anaheim Ducks,Montreal Canadiens,Mason McTavish,0.5,3.16,Pinnacle,1.371,Pinnacle,Player Assists,Anaheim Ducks v Montreal Canadiens,-4.585029868247337
New York Rangers,Vegas Golden Knights,Vincent Trocheck,0.5,2.7,Pinnacle,1.48,Pinnacle,Player Assists,New York Rangers v Vegas Golden Knights,-4.604604604604612
Dallas Stars,Columbus Blue Jackets,Matt Duchene,0.5,2.28,Pinnacle,1.645,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-4.64992267903801
New York Rangers,Vegas Golden Knights,Alexis Lafreniere,0.5,3.28,Pinnacle,1.348,Pinnacle,Player Assists,New York Rangers v Vegas Golden Knights,-4.6717811391763675
New York Rangers,Vegas Golden Knights,Alex Pietrangelo,0.5,3.32,Pinnacle,1.341,Pinnacle,Player Assists,New York Rangers v Vegas Golden Knights,-4.691697438523668
New York Rangers,Vegas Golden Knights,Adam Fox,0.5,2.06,Sportsbet,1.781,Pinnacle,Player Assists,New York Rangers v Vegas Golden Knights,-4.691920651101444
Dallas Stars,Columbus Blue Jackets,Dmitri Voronkov,0.5,3.3,Pinnacle,1.344,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-4.707792207792205
Florida Panthers,New York Islanders,Matthew Tkachuk,0.5,1.96,Sportsbet,1.862,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-4.726100966702473
New York Rangers,Vegas Golden Knights,Ivan Barbashev,0.5,3.34,Pinnacle,1.337,Pinnacle,Player Assists,New York Rangers v Vegas Golden Knights,-4.73443539249101
Anaheim Ducks,Montreal Canadiens,Kirby Dach,0.5,4.16,Pinnacle,1.239,Pinnacle,Player Assists,Anaheim Ducks v Montreal Canadiens,-4.748711740237166
Vancouver Canucks,Detroit Red Wings,Jake DeBrusk,0.5,3,Bet365,1.4,Pinnacle,Player Assists,Vancouver Canucks v Detroit Red Wings,-4.761904761904767
Anaheim Ducks,Montreal Canadiens,Mike Matheson,0.5,2.7,Pinnacle,1.476,Pinnacle,Player Assists,Anaheim Ducks v Montreal Canadiens,-4.787714543812105
Anaheim Ducks,Montreal Canadiens,Trevor Zegras,0.5,3.21,Pinnacle,1.358,Pinnacle,Player Assists,Anaheim Ducks v Montreal Canadiens,-4.790350478759753
Anaheim Ducks,Montreal Canadiens,Robby Fabbri,0.5,4.35,Pinnacle,1.222,Pinnacle,Player Assists,Anaheim Ducks v Montreal Canadiens,-4.8215663035912515
New York Rangers,Vegas Golden Knights,Tomas Hertl,0.5,2.62,Sportsbet,1.5,Bet365,Player Assists,New York Rangers v Vegas Golden Knights,-4.834605597964359
New York Rangers,Vegas Golden Knights,Chris Kreider,0.5,3.7,Pinnacle,1.285,Pinnacle,Player Assists,New York Rangers v Vegas Golden Knights,-4.848038700178781
Utah Hockey Club,St. Louis Blues,Matias Maccelli,0.5,3.7,Sportsbet,1.285,Pinnacle,Player Assists,Utah Hockey Club v St. Louis Blues,-4.848038700178781
Dallas Stars,Columbus Blue Jackets,Dmitri Voronkov,0.5,3.28,Sportsbet,1.344,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-4.89256678281067
Dallas Stars,Columbus Blue Jackets,Dmitri Voronkov,0.5,3.3,Pinnacle,1.34,Bet365,Player Assists,Dallas Stars v Columbus Blue Jackets,-4.929895974672083
Utah Hockey Club,St. Louis Blues,Jordan Kyrou,0.5,2.84,Sportsbet,1.434,Pinnacle,Player Assists,Utah Hockey Club v St. Louis Blues,-4.946274579134502
New York Rangers,Vegas Golden Knights,Shea Theodore,0.5,2.04,Sportsbet,1.787,Pinnacle,Player Assists,New York Rangers v Vegas Golden Knights,-4.979316852650406
Florida Panthers,New York Islanders,Matthew Tkachuk,0.5,1.95,Neds,1.862,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-4.987744085488455
New York Rangers,Vegas Golden Knights,Vincent Trocheck,0.5,2.67,Sportsbet,1.48,Pinnacle,Player Assists,New York Rangers v Vegas Golden Knights,-5.020751088166819
Florida Panthers,New York Islanders,Bo Horvat,0.5,2.89,Sportsbet,1.42,Neds,Player Assists,Florida Panthers v New York Islanders,-5.024611335835072
New York Rangers,Vegas Golden Knights,Vincent Trocheck,0.5,2.7,Pinnacle,1.47,Bet365,Player Assists,New York Rangers v Vegas Golden Knights,-5.064247921390774
New York Rangers,Vegas Golden Knights,Ivan Barbashev,0.5,3.28,Sportsbet,1.34,Bet365,Player Assists,New York Rangers v Vegas Golden Knights,-5.11467054969057
Dallas Stars,Columbus Blue Jackets,Dmitri Voronkov,0.5,3.28,Sportsbet,1.34,Bet365,Player Assists,Dallas Stars v Columbus Blue Jackets,-5.11467054969057
Florida Panthers,New York Islanders,Brock Nelson,0.5,2.73,Sportsbet,1.46,Neds,Player Assists,Florida Panthers v New York Islanders,-5.123187314968125
Buffalo Sabres,New Jersey Devils,Dawson Mercer,0.5,3.63,Pinnacle,1.289,Pinnacle,Player Assists,Buffalo Sabres v New Jersey Devils,-5.127728373373341
New York Rangers,Vegas Golden Knights,Pavel Dorofeyev,0.5,3.32,Sportsbet,1.333,Pinnacle,Player Assists,New York Rangers v Vegas Golden Knights,-5.139236616383025
Utah Hockey Club,St. Louis Blues,Josh Doan,0.5,3.45,Sportsbet,1.312,Pinnacle,Player Assists,Utah Hockey Club v St. Louis Blues,-5.205019441498759
Vancouver Canucks,Detroit Red Wings,Quinn Hughes,0.5,1.645,Pinnacle,2.25,Bet365,Player Assists,Vancouver Canucks v Detroit Red Wings,-5.2347180006754535
Anaheim Ducks,Montreal Canadiens,Patrik Laine,0.5,3.1,Pinnacle,1.37,Pinnacle,Player Assists,Anaheim Ducks v Montreal Canadiens,-5.250765246056033
New York Rangers,Vegas Golden Knights,Ivan Barbashev,0.5,3.28,Sportsbet,1.337,Pinnacle,Player Assists,New York Rangers v Vegas Golden Knights,-5.282120510060739
New York Rangers,Vegas Golden Knights,Alex Pietrangelo,0.5,3.32,Pinnacle,1.33,Bet365,Player Assists,New York Rangers v Vegas Golden Knights,-5.308451852522866
New York Rangers,Vegas Golden Knights,Pavel Dorofeyev,0.5,3.32,Sportsbet,1.33,Bet365,Player Assists,New York Rangers v Vegas Golden Knights,-5.308451852522866
New York Rangers,Vegas Golden Knights,Pavel Dorofeyev,0.5,3.3,Pinnacle,1.333,Pinnacle,Player Assists,New York Rangers v Vegas Golden Knights,-5.321784991702483
Florida Panthers,New York Islanders,Carter Verhaeghe,0.5,2.45,Bet365,1.55,Neds,Player Assists,Florida Panthers v New York Islanders,-5.332455562870297
Florida Panthers,New York Islanders,Sam Reinhart,0.5,2.2,Bet365,1.67,Neds,Player Assists,Florida Panthers v New York Islanders,-5.334784975503548
New York Rangers,Vegas Golden Knights,Mika Zibanejad,0.5,2.68,Pinnacle,1.47,Bet365,Player Assists,New York Rangers v Vegas Golden Knights,-5.34064372017462
New York Rangers,Vegas Golden Knights,Adam Fox,0.5,2.06,Sportsbet,1.76,Bet365,Player Assists,New York Rangers v Vegas Golden Knights,-5.361871138570162
Dallas Stars,Columbus Blue Jackets,Jason Robertson,0.5,2.29,Sportsbet,1.62,Bet365,Player Assists,Dallas Stars v Columbus Blue Jackets,-5.396517332470752
Dallas Stars,Columbus Blue Jackets,Wyatt Johnston,0.5,2.29,Sportsbet,1.62,Bet365,Player Assists,Dallas Stars v Columbus Blue Jackets,-5.396517332470752
Dallas Stars,Columbus Blue Jackets,Evgenii Dadonov,0.5,4.24,Pinnacle,1.222,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-5.417966216842163
Vancouver Canucks,Detroit Red Wings,Quinn Hughes,0.5,1.64,Bet365,2.25,Bet365,Player Assists,Vancouver Canucks v Detroit Red Wings,-5.4200542005419905
Vancouver Canucks,Detroit Red Wings,Brock Boeser,0.5,2.58,Sportsbet,1.5,Bet365,Player Assists,Vancouver Canucks v Detroit Red Wings,-5.426356589147274
Vancouver Canucks,Detroit Red Wings,Lucas Raymond,0.5,2.13,Sportsbet,1.71,Bet365,Player Assists,Vancouver Canucks v Detroit Red Wings,-5.427888971254413
Colorado Avalanche,Philadelphia Flyers,Nathan MacKinnon,0.5,1.434,Pinnacle,2.8,Pinnacle,Player Assists,Colorado Avalanche v Philadelphia Flyers,-5.449292687786422
Dallas Stars,Columbus Blue Jackets,Jamie Benn,0.5,3.08,Sportsbet,1.37,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-5.460233197459474
New York Rangers,Vegas Golden Knights,Vincent Trocheck,0.5,2.67,Sportsbet,1.47,Bet365,Player Assists,New York Rangers v Vegas Golden Knights,-5.480394404952982
Florida Panthers,New York Islanders,Aaron Ekblad,0.5,2.37,Pinnacle,1.58,Neds,Player Assists,Florida Panthers v New York Islanders,-5.485232067510548
New York Rangers,Vegas Golden Knights,Pavel Dorofeyev,0.5,3.3,Pinnacle,1.33,Bet365,Player Assists,New York Rangers v Vegas Golden Knights,-5.491000227842324
Dallas Stars,Columbus Blue Jackets,Matt Duchene,0.5,2.44,Sportsbet,1.55,Bet365,Player Assists,Dallas Stars v Columbus Blue Jackets,-5.499735589635124
Florida Panthers,New York Islanders,Bo Horvat,0.5,2.89,Sportsbet,1.41,Bet365,Player Assists,Florida Panthers v New York Islanders,-5.524061940170322
Florida Panthers,New York Islanders,Matthew Tkachuk,0.5,2,Bet365,1.8,Neds,Player Assists,Florida Panthers v New York Islanders,-5.555555555555558
Dallas Stars,Columbus Blue Jackets,Zach Werenski,0.5,2,Sportsbet,1.8,Bet365,Player Assists,Dallas Stars v Columbus Blue Jackets,-5.555555555555558
Florida Panthers,New York Islanders,Sam Bennett,0.5,2.93,Sportsbet,1.4,Neds,Player Assists,Florida Panthers v New York Islanders,-5.558264261335921
Dallas Stars,Columbus Blue Jackets,Jason Robertson,0.5,2.28,Bet365,1.62,Bet365,Player Assists,Dallas Stars v Columbus Blue Jackets,-5.588044184535423
Dallas Stars,Columbus Blue Jackets,Wyatt Johnston,0.5,2.28,Bet365,1.62,Bet365,Player Assists,Dallas Stars v Columbus Blue Jackets,-5.588044184535423
Seattle Kraken,Calgary Flames,Chandler Stephenson,0.5,2.27,Sportsbet,1.625,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-5.591324974584877
New York Rangers,Vegas Golden Knights,Chris Kreider,0.5,3.6,Bet365,1.285,Pinnacle,Player Assists,New York Rangers v Vegas Golden Knights,-5.598789450929531
New York Rangers,Vegas Golden Knights,Artemi Panarin,0.5,1.87,Sportsbet,1.917,Pinnacle,Player Assists,New York Rangers v Vegas Golden Knights,-5.640776726112273
Florida Panthers,New York Islanders,Evan Rodrigues,0.5,3.9,Bet365,1.25,Neds,Player Assists,Florida Panthers v New York Islanders,-5.641025641025643
Seattle Kraken,Calgary Flames,Brandon Montour,0.5,2.92,Sportsbet,1.4,Bet365,Player Assists,Seattle Kraken v Calgary Flames,-5.675146771037176
New York Rangers,Vegas Golden Knights,Alexis Lafreniere,0.5,3.28,Pinnacle,1.33,Bet365,Player Assists,New York Rangers v Vegas Golden Knights,-5.675774802860811
Florida Panthers,New York Islanders,Sam Reinhart,0.5,2.2,Bet365,1.66,Bet365,Player Assists,Florida Panthers v New York Islanders,-5.6955093099671394
UTA Hockey Club,St. Louis Blues,Mikhail Sergachev,0.5,2.2,Bet365,1.66,Bet365,Player Assists,UTA Hockey Club v St. Louis Blues,-5.6955093099671394
Florida Panthers,New York Islanders,Sam Reinhart,0.5,2.18,Pinnacle,1.67,Neds,Player Assists,Florida Panthers v New York Islanders,-5.751799153985604
New York Rangers,Vegas Golden Knights,Chris Kreider,0.5,3.7,Pinnacle,1.27,Bet365,Player Assists,New York Rangers v Vegas Golden Knights,-5.767184507341971
Dallas Stars,Columbus Blue Jackets,Evgenii Dadonov,0.5,3.7,Sportsbet,1.27,Bet365,Player Assists,Dallas Stars v Columbus Blue Jackets,-5.767184507341971
New York Rangers,Vegas Golden Knights,Mika Zibanejad,0.5,2.55,Bet365,1.502,Pinnacle,Player Assists,New York Rangers v Vegas Golden Knights,-5.793582412991838
Florida Panthers,New York Islanders,Aaron Ekblad,0.5,2.35,Bet365,1.58,Neds,Player Assists,Florida Panthers v New York Islanders,-5.84433072986803
Florida Panthers,New York Islanders,Mathew Barzal,0.5,2.35,Bet365,1.58,Neds,Player Assists,Florida Panthers v New York Islanders,-5.84433072986803
Vancouver Canucks,Detroit Red Wings,Brock Boeser,0.5,2.55,Pinnacle,1.5,Bet365,Player Assists,Vancouver Canucks v Detroit Red Wings,-5.882352941176472
Florida Panthers,New York Islanders,Aaron Ekblad,0.5,2.37,Pinnacle,1.57,Bet365,Player Assists,Florida Panthers v New York Islanders,-5.88836034292779
Florida Panthers,New York Islanders,Sam Bennett,0.5,2.9,Bet365,1.4,Neds,Player Assists,Florida Panthers v New York Islanders,-5.9113300492610765
Florida Panthers,New York Islanders,Tony DeAngelo,0.5,2.9,Bet365,1.4,Neds,Player Assists,Florida Panthers v New York Islanders,-5.9113300492610765
Dallas Stars,Columbus Blue Jackets,Wyatt Johnston,0.5,2.29,Sportsbet,1.606,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-5.93462289340736
Utah Hockey Club,St. Louis Blues,Jake Neighbours,0.5,4,Sportsbet,1.235,Pinnacle,Player Assists,Utah Hockey Club v St. Louis Blues,-5.971659919028349
Vancouver Canucks,Detroit Red Wings,Moritz Seider,0.5,2.3,Bet365,1.6,Bet365,Player Assists,Vancouver Canucks v Detroit Red Wings,-5.978260869565233
New York Rangers,Vegas Golden Knights,Mark Stone,0.5,1.77,Sportsbet,2.02,Pinnacle,Player Assists,New York Rangers v Vegas Golden Knights,-6.002125636292455
Seattle Kraken,Calgary Flames,Jonathan Huberdeau,0.5,2.7,Sportsbet,1.45,Bet365,Player Assists,Seattle Kraken v Calgary Flames,-6.002554278416339
Florida Panthers,New York Islanders,Anders Lee,0.5,3.13,Pinnacle,1.35,Neds,Player Assists,Florida Panthers v New York Islanders,-6.022955863211443
New York Rangers,Vegas Golden Knights,Reilly Smith,0.5,3.75,Sportsbet,1.26,Bet365,Player Assists,New York Rangers v Vegas Golden Knights,-6.0317460317460325
New York Rangers,Vegas Golden Knights,Jack Eichel,0.5,1.68,Bet365,2.15,Bet365,Player Assists,New York Rangers v Vegas Golden Knights,-6.035437430786272
Florida Panthers,New York Islanders,Evan Rodrigues,0.5,3.84,Pinnacle,1.25,Neds,Player Assists,Florida Panthers v New York Islanders,-6.0416666666666785
Seattle Kraken,Calgary Flames,Nazem Kadri,0.5,2.63,Sportsbet,1.47,Bet365,Player Assists,Seattle Kraken v Calgary Flames,-6.05002457256667
Seattle Kraken,Calgary Flames,Vince Dunn,0.5,2.36,Pinnacle,1.57,Bet365,Player Assists,Seattle Kraken v Calgary Flames,-6.0671488718557764
Florida Panthers,New York Islanders,Brock Nelson,0.5,2.73,Sportsbet,1.44,Bet365,Player Assists,Florida Panthers v New York Islanders,-6.074481074481075
Florida Panthers,New York Islanders,Brock Nelson,0.5,2.66,Pinnacle,1.46,Neds,Player Assists,Florida Panthers v New York Islanders,-6.087135647337516
New York Rangers,Vegas Golden Knights,Shea Theodore,0.5,2.1,Bet365,1.71,Bet365,Player Assists,New York Rangers v Vegas Golden Knights,-6.098579782790292
UTA Hockey Club,St. Louis Blues,Nick Schmaltz,0.5,2.1,Bet365,1.71,Bet365,Player Assists,UTA Hockey Club v St. Louis Blues,-6.098579782790292
Vancouver Canucks,Detroit Red Wings,Lucas Raymond,0.5,2.1,Bet365,1.71,Bet365,Player Assists,Vancouver Canucks v Detroit Red Wings,-6.098579782790292
Florida Panthers,New York Islanders,Anton Lundell,0.5,3.07,Pinnacle,1.36,Neds,Player Assists,Florida Panthers v New York Islanders,-6.10270166698601
Florida Panthers,New York Islanders,Aleksander Barkov,0.5,1.87,Neds,1.9,Bet365,Player Assists,Florida Panthers v New York Islanders,-6.107514776245404
Florida Panthers,New York Islanders,Sam Reinhart,0.5,2.18,Pinnacle,1.66,Bet365,Player Assists,Florida Panthers v New York Islanders,-6.1125234884492174
Dallas Stars,Columbus Blue Jackets,Wyatt Johnston,0.5,2.28,Bet365,1.606,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-6.126149745472009
New York Rangers,Vegas Golden Knights,Alexis Lafreniere,0.5,3.13,Sportsbet,1.348,Pinnacle,Player Assists,New York Rangers v Vegas Golden Knights,-6.132858050264978
Dallas Stars,Columbus Blue Jackets,Adam Fantilli,0.5,2.97,Sportsbet,1.38,Bet365,Player Assists,Dallas Stars v Columbus Blue Jackets,-6.133801785975712
Florida Panthers,New York Islanders,Bo Horvat,0.5,2.8,Bet365,1.42,Neds,Player Assists,Florida Panthers v New York Islanders,-6.136820925553321
Dallas Stars,Columbus Blue Jackets,Evgenii Dadonov,0.5,3.65,Bet365,1.27,Bet365,Player Assists,Dallas Stars v Columbus Blue Jackets,-6.137417754287555
New York Rangers,Vegas Golden Knights,Adam Fox,0.5,2,Bet365,1.781,Pinnacle,Player Assists,New York Rangers v Vegas Golden Knights,-6.148231330713072
Florida Panthers,New York Islanders,Sam Bennett,0.5,2.88,Pinnacle,1.4,Neds,Player Assists,Florida Panthers v New York Islanders,-6.150793650793651
Florida Panthers,New York Islanders,Tony DeAngelo,0.5,2.88,Pinnacle,1.4,Neds,Player Assists,Florida Panthers v New York Islanders,-6.150793650793651
Vancouver Canucks,Detroit Red Wings,Lucas Raymond,0.5,2.13,Sportsbet,1.689,Pinnacle,Player Assists,Vancouver Canucks v Detroit Red Wings,-6.154987950199731
Dallas Stars,Columbus Blue Jackets,Matt Duchene,0.5,2.4,Bet365,1.55,Bet365,Player Assists,Dallas Stars v Columbus Blue Jackets,-6.182795698924726
