market_name,agency,match,player_name,line,over_price,under_price
Player Points,Bet365,DAL Stars v UTA Hockey Club,Sean Durzi,0.5,3,1.36
Player Points,Bet365,DAL Stars v UTA Hockey Club,Sean Durzi,1.5,12,NA
Player Points,Bet365,DAL Stars v UTA Hockey Club,Sean Durzi,2.5,34,NA
Player Points,Bet365,DAL Stars v UTA Hockey Club,Thomas Harley,0.5,1.8,NA
Player Points,Bet365,DAL Stars v UTA Hockey Club,Thomas Harley,0.5,1.8,1.95
Player Points,Bet365,DAL Stars v UTA Hockey Club,Thomas Harley,1.5,5,NA
Player Points,Bet365,DAL Stars v UTA Hockey Club,Thomas Harley,2.5,15,NA
Player Points,Bet365,DAL Stars v UTA Hockey Club,Thomas Harley,3.5,26,NA
Player Points,Bet365,DAL Stars v UTA Hockey Club,Wyatt Johnston,0.5,1.64,NA
Player Points,Bet365,DAL Stars v UTA Hockey Club,Wyatt Johnston,0.5,1.64,2.25
Player Points,Bet365,DAL Stars v UTA Hockey Club,Wyatt Johnston,1.5,4.3,NA
Player Points,Bet365,DAL Stars v UTA Hockey Club,Wyatt Johnston,2.5,12,NA
Player Points,Bet365,DAL Stars v UTA Hockey Club,Wyatt Johnston,3.5,21,NA
Player Points,Bet365,SEA Kraken v STL Blues,Andre Burakovsky,0.5,2.4,NA
Player Points,Bet365,SEA Kraken v STL Blues,Andre Burakovsky,0.5,2.4,1.55
Player Points,Bet365,SEA Kraken v STL Blues,Andre Burakovsky,1.5,8,NA
Player Points,Bet365,SEA Kraken v STL Blues,Andre Burakovsky,2.5,19,NA
Player Points,Bet365,SEA Kraken v STL Blues,Andre Burakovsky,3.5,34,NA
Player Points,Bet365,SEA Kraken v STL Blues,Brandon Montour,0.5,2.35,NA
Player Points,Bet365,SEA Kraken v STL Blues,Brandon Montour,0.5,2.35,1.57
Player Points,Bet365,SEA Kraken v STL Blues,Brandon Montour,1.5,8,NA
Player Points,Bet365,SEA Kraken v STL Blues,Brandon Montour,2.5,19,NA
Player Points,Bet365,SEA Kraken v STL Blues,Brandon Montour,3.5,34,NA
Player Points,Bet365,SEA Kraken v STL Blues,Brayden Schenn,0.5,2.1,NA
Player Points,Bet365,SEA Kraken v STL Blues,Brayden Schenn,0.5,2.1,1.71
Player Points,Bet365,SEA Kraken v STL Blues,Brayden Schenn,1.5,6.5,NA
Player Points,Bet365,SEA Kraken v STL Blues,Brayden Schenn,2.5,17.5,NA
Player Points,Bet365,SEA Kraken v STL Blues,Brayden Schenn,3.5,34,NA
Player Points,Bet365,SEA Kraken v STL Blues,Cam Fowler,0.5,2.2,NA
Player Points,Bet365,SEA Kraken v STL Blues,Cam Fowler,0.5,2.2,1.66
Player Points,Bet365,SEA Kraken v STL Blues,Cam Fowler,1.5,7,NA
Player Points,Bet365,SEA Kraken v STL Blues,Cam Fowler,2.5,18,NA
Player Points,Bet365,SEA Kraken v STL Blues,Cam Fowler,3.5,34,NA
Player Points,Bet365,SEA Kraken v STL Blues,Chandler Stephenson,0.5,2.2,NA
Player Points,Bet365,SEA Kraken v STL Blues,Chandler Stephenson,0.5,2.2,1.66
Player Points,Bet365,SEA Kraken v STL Blues,Chandler Stephenson,1.5,7,NA
Player Points,Bet365,SEA Kraken v STL Blues,Chandler Stephenson,2.5,17.5,NA
Player Points,Bet365,SEA Kraken v STL Blues,Chandler Stephenson,3.5,34,NA
Player Points,Bet365,SEA Kraken v STL Blues,Jaden Schwartz,0.5,2.28,NA
Player Points,Bet365,SEA Kraken v STL Blues,Jaden Schwartz,0.5,2.28,1.62
Player Points,Bet365,SEA Kraken v STL Blues,Jaden Schwartz,1.5,7.25,NA
Player Points,Bet365,SEA Kraken v STL Blues,Jaden Schwartz,2.5,18,NA
Player Points,Bet365,SEA Kraken v STL Blues,Jaden Schwartz,3.5,34,NA
Player Points,Bet365,SEA Kraken v STL Blues,Jake Neighbours,0.5,2.1,NA
Player Points,Bet365,SEA Kraken v STL Blues,Jake Neighbours,0.5,2.1,1.71
Player Points,Bet365,SEA Kraken v STL Blues,Jake Neighbours,1.5,6.75,NA
Player Points,Bet365,SEA Kraken v STL Blues,Jake Neighbours,2.5,17.5,NA
Player Points,Bet365,SEA Kraken v STL Blues,Jake Neighbours,3.5,34,NA
Player Points,Bet365,SEA Kraken v STL Blues,Jared McCann,0.5,1.76,NA
Player Points,Bet365,SEA Kraken v STL Blues,Jared McCann,0.5,1.76,2
Player Points,Bet365,SEA Kraken v STL Blues,Jared McCann,1.5,4.75,NA
Player Points,Bet365,SEA Kraken v STL Blues,Jared McCann,2.5,13,NA
Player Points,Bet365,SEA Kraken v STL Blues,Jared McCann,3.5,26,NA
Player Points,Bet365,SEA Kraken v STL Blues,Jordan Eberle,0.5,2.2,NA
Player Points,Bet365,SEA Kraken v STL Blues,Jordan Eberle,0.5,2.2,1.66
Player Points,Bet365,SEA Kraken v STL Blues,Jordan Eberle,1.5,7,NA
Player Points,Bet365,SEA Kraken v STL Blues,Jordan Eberle,2.5,17.5,NA
Player Points,Bet365,SEA Kraken v STL Blues,Jordan Eberle,3.5,34,NA
Player Points,Bet365,SEA Kraken v STL Blues,Jordan Kyrou,0.5,1.58,NA
Player Points,Bet365,SEA Kraken v STL Blues,Jordan Kyrou,0.5,1.58,2.32
Player Points,Bet365,SEA Kraken v STL Blues,Jordan Kyrou,1.5,3.9,NA
Player Points,Bet365,SEA Kraken v STL Blues,Jordan Kyrou,2.5,11,NA
Player Points,Bet365,SEA Kraken v STL Blues,Jordan Kyrou,3.5,20,NA
Player Points,Bet365,SEA Kraken v STL Blues,Justin Faulk,0.5,2.55,NA
Player Points,Bet365,SEA Kraken v STL Blues,Justin Faulk,0.5,2.55,1.47
Player Points,Bet365,SEA Kraken v STL Blues,Justin Faulk,1.5,9.5,NA
Player Points,Bet365,SEA Kraken v STL Blues,Justin Faulk,2.5,21,NA
Player Points,Bet365,SEA Kraken v STL Blues,Justin Faulk,3.5,34,NA
Player Points,Bet365,SEA Kraken v STL Blues,Matthew Beniers,0.5,2.1,NA
Player Points,Bet365,SEA Kraken v STL Blues,Matthew Beniers,0.5,2.1,1.71
Player Points,Bet365,SEA Kraken v STL Blues,Matthew Beniers,1.5,6.75,NA
Player Points,Bet365,SEA Kraken v STL Blues,Matthew Beniers,2.5,17.5,NA
Player Points,Bet365,SEA Kraken v STL Blues,Matthew Beniers,3.5,34,NA
Player Points,Bet365,SEA Kraken v STL Blues,Pavel Buchnevich,0.5,1.66,NA
Player Points,Bet365,SEA Kraken v STL Blues,Pavel Buchnevich,0.5,1.66,2.2
Player Points,Bet365,SEA Kraken v STL Blues,Pavel Buchnevich,1.5,4.3,NA
Player Points,Bet365,SEA Kraken v STL Blues,Pavel Buchnevich,2.5,12,NA
Player Points,Bet365,SEA Kraken v STL Blues,Pavel Buchnevich,3.5,21,NA
Player Points,Bet365,SEA Kraken v STL Blues,Robert Thomas,0.5,1.34,NA
Player Points,Bet365,SEA Kraken v STL Blues,Robert Thomas,1.5,2.65,NA
Player Points,Bet365,SEA Kraken v STL Blues,Robert Thomas,1.5,2.65,1.44
Player Points,Bet365,SEA Kraken v STL Blues,Robert Thomas,2.5,6.5,NA
Player Points,Bet365,SEA Kraken v STL Blues,Robert Thomas,3.5,15,NA
Player Points,Bet365,SEA Kraken v STL Blues,Shane Wright,0.5,2.45,NA
Player Points,Bet365,SEA Kraken v STL Blues,Shane Wright,0.5,2.45,1.52
Player Points,Bet365,SEA Kraken v STL Blues,Shane Wright,1.5,9,NA
Player Points,Bet365,SEA Kraken v STL Blues,Shane Wright,2.5,20,NA
Player Points,Bet365,SEA Kraken v STL Blues,Shane Wright,3.5,34,NA
Player Points,Bet365,SEA Kraken v STL Blues,Vince Dunn,0.5,2.15,NA
Player Points,Bet365,SEA Kraken v STL Blues,Vince Dunn,0.5,2.15,1.68
Player Points,Bet365,SEA Kraken v STL Blues,Vince Dunn,1.5,6.75,NA
Player Points,Bet365,SEA Kraken v STL Blues,Vince Dunn,2.5,17.5,NA
Player Points,Bet365,SEA Kraken v STL Blues,Vince Dunn,3.5,34,NA
Player Points,Bet365,SEA Kraken v STL Blues,Zachary Bolduc,0.5,2.32,NA
Player Points,Bet365,SEA Kraken v STL Blues,Zachary Bolduc,0.5,2.32,1.58
Player Points,Bet365,SEA Kraken v STL Blues,Zachary Bolduc,1.5,7.5,NA
Player Points,Bet365,SEA Kraken v STL Blues,Zachary Bolduc,2.5,18,NA
Player Points,Bet365,SEA Kraken v STL Blues,Zachary Bolduc,3.5,34,NA
Player Points,Bet365,CAL Flames v MIN Wild,Blake Coleman,0.5,2.4,NA
Player Points,Bet365,CAL Flames v MIN Wild,Blake Coleman,0.5,2.4,1.55
Player Points,Bet365,CAL Flames v MIN Wild,Blake Coleman,1.5,8.5,NA
Player Points,Bet365,CAL Flames v MIN Wild,Blake Coleman,2.5,19,NA
Player Points,Bet365,CAL Flames v MIN Wild,Blake Coleman,3.5,34,NA
Player Points,Bet365,CAL Flames v MIN Wild,Brock Faber,0.5,2.55,NA
Player Points,Bet365,CAL Flames v MIN Wild,Brock Faber,0.5,2.55,1.47
Player Points,Bet365,CAL Flames v MIN Wild,Brock Faber,1.5,10,NA
Player Points,Bet365,CAL Flames v MIN Wild,Brock Faber,2.5,23,NA
Player Points,Bet365,CAL Flames v MIN Wild,Jared Spurgeon,0.5,2.45,NA
Player Points,Bet365,CAL Flames v MIN Wild,Jared Spurgeon,0.5,2.45,1.52
Player Points,Bet365,CAL Flames v MIN Wild,Jared Spurgeon,1.5,9,NA
Player Points,Bet365,CAL Flames v MIN Wild,Jared Spurgeon,2.5,20,NA
Player Points,Bet365,CAL Flames v MIN Wild,Jared Spurgeon,3.5,34,NA
Player Points,Bet365,CAL Flames v MIN Wild,Joel Eriksson Ek,0.5,1.76,NA
Player Points,Bet365,CAL Flames v MIN Wild,Joel Eriksson Ek,0.5,1.76,2
Player Points,Bet365,CAL Flames v MIN Wild,Joel Eriksson Ek,1.5,4.75,NA
Player Points,Bet365,CAL Flames v MIN Wild,Joel Eriksson Ek,2.5,13,NA
Player Points,Bet365,CAL Flames v MIN Wild,Joel Eriksson Ek,3.5,26,NA
Player Points,Bet365,CAL Flames v MIN Wild,Jonathan Huberdeau,0.5,1.74,NA
Player Points,Bet365,CAL Flames v MIN Wild,Jonathan Huberdeau,0.5,1.74,2.05
Player Points,Bet365,CAL Flames v MIN Wild,Jonathan Huberdeau,1.5,4.75,NA
Player Points,Bet365,CAL Flames v MIN Wild,Jonathan Huberdeau,2.5,13,NA
Player Points,Bet365,CAL Flames v MIN Wild,Jonathan Huberdeau,3.5,26,NA
Player Points,Bet365,CAL Flames v MIN Wild,Kirill Kaprizov,0.5,1.31,NA
Player Points,Bet365,CAL Flames v MIN Wild,Kirill Kaprizov,1.5,2.5,NA
Player Points,Bet365,CAL Flames v MIN Wild,Kirill Kaprizov,1.5,2.5,1.5
Player Points,Bet365,CAL Flames v MIN Wild,Kirill Kaprizov,2.5,5.75,NA
Player Points,Bet365,CAL Flames v MIN Wild,Kirill Kaprizov,3.5,13,NA
Player Points,Bet365,CAL Flames v MIN Wild,MacKenzie Weegar,0.5,1.86,NA
Player Points,Bet365,CAL Flames v MIN Wild,MacKenzie Weegar,0.5,1.86,1.86
Player Points,Bet365,CAL Flames v MIN Wild,MacKenzie Weegar,1.5,5.25,NA
Player Points,Bet365,CAL Flames v MIN Wild,MacKenzie Weegar,2.5,16,NA
Player Points,Bet365,CAL Flames v MIN Wild,MacKenzie Weegar,3.5,34,NA
Player Points,Bet365,CAL Flames v MIN Wild,Marco Rossi,0.5,2,NA
Player Points,Bet365,CAL Flames v MIN Wild,Marco Rossi,0.5,2,1.76
Player Points,Bet365,CAL Flames v MIN Wild,Marco Rossi,1.5,6.25,NA
Player Points,Bet365,CAL Flames v MIN Wild,Marco Rossi,2.5,17,NA
Player Points,Bet365,CAL Flames v MIN Wild,Marco Rossi,3.5,34,NA
Player Points,Bet365,CAL Flames v MIN Wild,Marcus Johansson,0.5,2.5,NA
Player Points,Bet365,CAL Flames v MIN Wild,Marcus Johansson,0.5,2.5,1.5
Player Points,Bet365,CAL Flames v MIN Wild,Marcus Johansson,1.5,9.5,NA
Player Points,Bet365,CAL Flames v MIN Wild,Marcus Johansson,2.5,20,NA
Player Points,Bet365,CAL Flames v MIN Wild,Marcus Johansson,3.5,34,NA
Player Points,Bet365,CAL Flames v MIN Wild,Mats Zuccarello,0.5,1.68,NA
Player Points,Bet365,CAL Flames v MIN Wild,Mats Zuccarello,0.5,1.68,2.15
Player Points,Bet365,CAL Flames v MIN Wild,Mats Zuccarello,1.5,4.5,NA
Player Points,Bet365,CAL Flames v MIN Wild,Mats Zuccarello,2.5,13,NA
Player Points,Bet365,CAL Flames v MIN Wild,Mats Zuccarello,3.5,23,NA
Player Points,Bet365,CAL Flames v MIN Wild,Matt Coronato,0.5,2,NA
Player Points,Bet365,CAL Flames v MIN Wild,Matt Coronato,0.5,2,1.76
Player Points,Bet365,CAL Flames v MIN Wild,Matt Coronato,1.5,6,NA
Player Points,Bet365,CAL Flames v MIN Wild,Matt Coronato,2.5,17,NA
Player Points,Bet365,CAL Flames v MIN Wild,Matt Coronato,3.5,34,NA
Player Points,Bet365,CAL Flames v MIN Wild,Matthew Boldy,0.5,1.58,NA
Player Points,Bet365,CAL Flames v MIN Wild,Matthew Boldy,0.5,1.58,2.32
Player Points,Bet365,CAL Flames v MIN Wild,Matthew Boldy,1.5,3.9,NA
Player Points,Bet365,CAL Flames v MIN Wild,Matthew Boldy,2.5,11,NA
Player Points,Bet365,CAL Flames v MIN Wild,Matthew Boldy,3.5,20,NA
Player Points,Bet365,CAL Flames v MIN Wild,Mikael Backlund,0.5,2.5,NA
Player Points,Bet365,CAL Flames v MIN Wild,Mikael Backlund,0.5,2.5,1.5
Player Points,Bet365,CAL Flames v MIN Wild,Mikael Backlund,1.5,9.5,NA
Player Points,Bet365,CAL Flames v MIN Wild,Mikael Backlund,2.5,21,NA
Player Points,Bet365,CAL Flames v MIN Wild,Mikael Backlund,3.5,34,NA
Player Points,Bet365,CAL Flames v MIN Wild,Nazem Kadri,0.5,1.58,NA
Player Points,Bet365,CAL Flames v MIN Wild,Nazem Kadri,0.5,1.58,2.32
Player Points,Bet365,CAL Flames v MIN Wild,Nazem Kadri,1.5,3.9,NA
Player Points,Bet365,CAL Flames v MIN Wild,Nazem Kadri,2.5,11,NA
Player Points,Bet365,CAL Flames v MIN Wild,Nazem Kadri,3.5,19,NA
Player Points,Bet365,CAL Flames v MIN Wild,Rasmus Andersson,0.5,2.5,NA
Player Points,Bet365,CAL Flames v MIN Wild,Rasmus Andersson,0.5,2.5,1.5
Player Points,Bet365,CAL Flames v MIN Wild,Rasmus Andersson,1.5,9.5,NA
Player Points,Bet365,CAL Flames v MIN Wild,Rasmus Andersson,2.5,20,NA
Player Points,Bet365,CAL Flames v MIN Wild,Rasmus Andersson,3.5,34,NA
Player Points,Bet365,CAL Flames v MIN Wild,Yegor Sharangovich,0.5,2.55,NA
Player Points,Bet365,CAL Flames v MIN Wild,Yegor Sharangovich,0.5,2.55,1.47
