market_name,agency,match,player_name,line,over_price,under_price
Player Points,Bet365,FLA Panthers v BUF Sabres,Brad Marchand,0.5,1.71,2.1
Player Points,Bet365,FLA Panthers v BUF Sabres,Brad Marchand,1.5,4.5,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Brad Marchand,2.5,13,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Brad Marchand,3.5,23,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Gustav Forsling,0.5,2.5,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Gustav Forsling,0.5,2.5,1.5
Player Points,Bet365,FLA Panthers v BUF Sabres,Gustav Forsling,1.5,9.5,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Gustav Forsling,2.5,20,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Gustav Forsling,3.5,34,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,JJ Peterka,0.5,1.83,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,JJ Peterka,0.5,1.83,1.9
Player Points,Bet365,FLA Panthers v BUF Sabres,JJ Peterka,1.5,5.25,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,JJ Peterka,2.5,15,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,JJ Peterka,3.5,34,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Jason Zucker,0.5,2.28,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Jason Zucker,0.5,2.28,1.62
Player Points,Bet365,FLA Panthers v BUF Sabres,Jason Zucker,1.5,7.25,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Jason Zucker,2.5,18,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Jason Zucker,3.5,34,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Mackie Samoskevich,0.5,1.86,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Mackie Samoskevich,0.5,1.86,1.86
Player Points,Bet365,FLA Panthers v BUF Sabres,Mackie Samoskevich,1.5,5.5,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Mackie Samoskevich,2.5,16,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Mackie Samoskevich,3.5,34,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Owen Power,0.5,2.85,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Owen Power,0.5,2.85,1.4
Player Points,Bet365,FLA Panthers v BUF Sabres,Owen Power,1.5,11,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Owen Power,2.5,26,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Owen Power,3.5,34,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Rasmus Dahlin,0.5,1.83,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Rasmus Dahlin,0.5,1.83,1.9
Player Points,Bet365,FLA Panthers v BUF Sabres,Rasmus Dahlin,1.5,5.25,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Rasmus Dahlin,2.5,15,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Rasmus Dahlin,3.5,34,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Ryan McLeod,0.5,2.4,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Ryan McLeod,0.5,2.4,1.55
Player Points,Bet365,FLA Panthers v BUF Sabres,Ryan McLeod,1.5,8.5,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Ryan McLeod,2.5,19,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Ryan McLeod,3.5,34,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Sam Reinhart,0.5,1.37,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Sam Reinhart,1.5,2.85,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Sam Reinhart,1.5,2.85,1.4
Player Points,Bet365,FLA Panthers v BUF Sabres,Sam Reinhart,2.5,7,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Sam Reinhart,3.5,16,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Seth Jones,0.5,1.83,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Seth Jones,0.5,1.83,1.9
Player Points,Bet365,FLA Panthers v BUF Sabres,Seth Jones,1.5,5.25,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Seth Jones,2.5,16,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Seth Jones,3.5,34,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Tage Thompson,0.5,1.57,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Tage Thompson,0.5,1.57,2.35
Player Points,Bet365,FLA Panthers v BUF Sabres,Tage Thompson,1.5,3.9,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Tage Thompson,2.5,11,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Tage Thompson,3.5,19,NA
